Calibration_Linear,Calibration_ToF,Run1_Linear,Run1_ToF,Run2_Linear,Run2_ToF
,,563,107,617,104
,,552,107,573,99
,,559,109,573,100
,,557,109,551,102
,,569,103,531,97
,,560,97,486,102
,,569,99,481,101
,,585,99,477,98
,,620,95,476,96
,,633,101,473,91
,,655,98,464,98
,,650,100,450,96
,,650,109,428,96
,,652,107,420,96
,,656,94,421,91
,,661,91,399,88
,,658,116,409,93
,,664,111,409,89
,,611,123,426,88
,,566,92,420,93
,,556,101,423,93
,,550,93,404,93
,,552,102,417,96
,,528,99,397,92
,,500,108,398,93
,,507,89,401,93
,,504,106,393,92
,,492,96,390,94
,,502,94,395,86
,,489,86,398,89
,,499,85,379,93
,,494,99,396,90
,,492,96,376,91
,,493,94,399,89
,,490,96,414,87
,,503,96,405,89
,,504,98,409,92
,,502,95,419,88
,,509,92,441,86
,,520,95,590,88
,,537,102,689,94
,,546,99,704,105
,,563,97,703,110
,,581,103,708,107
,,593,101,711,104
,,589,101,713,110
,,634,103,711,106
,,651,105,720,107
,,682,104,743,104
,,688,109,743,109
,,688,111,757,109
,,690,109,710,106
,,682,112,658,107
,,675,111,615,106
,,676,108,565,106
,,658,118,534,101
,,644,106,516,101
,,636,120,488,102
,,638,114,482,102
,,621,102,475,98
,,596,102,474,101
,,595,107,477,96
,,575,101,474,94
,,571,100,464,92
,,567,100,471,87
,,547,99,470,93
,,544,96,481,90
,,545,96,498,92
,,546,96,520,94
,,525,95,522,93
,,508,104,533,97
,,491,105,570,97
,,467,99,587,97
,,446,96,571,107
,,428,95,561,107
,,408,90,577,101
,,386,90,576,99
,,389,88,591,105
,,376,86,612,100
,,391,86,640,100
,,411,86,627,106
,,421,92,629,110
,,414,93,577,111
,,408,94,499,108
,,422,85,462,99
,,418,89,463,94
,,418,92,423,103
,,396,94,418,92
,,399,92,414,89
,,385,88,379,91
,,386,86,394,91
,,376,86,375,83
,,393,88,409,89
,,376,92,501,90
,,388,90,468,90
,,386,86,478,97
,,376,89,458,101
,,392,91,440,101
,,389,92,477,88
,,389,93,468,92
,,386,91,471,98
,,395,86,501,91
,,401,84,506,95
,,415,82,465,98
,,479,92,468,92
,,530,93,415,95
,,586,91,540,97
,,643,94,505,92
,,676,106,503,99
,,688,109,484,101
,,708,108,494,95
,,727,111,484,97
,,730,111,497,94
,,747,103,497,93
,,754,120,491,93
,,782,117,511,95
,,793,108,541,93
,,765,108,544,94
,,682,108,516,99
,,616,103,482,99
,,562,103,486,98
,,523,103,496,96
,,511,102,500,97
,,474,98,492,97
,,466,93,457,99
,,442,95,438,92
,,453,96,427,93
,,438,100,424,95
,,440,91,422,94
,,430,89,423,92
,,425,93,425,91
,,434,93,424,90
,,405,89,423,94
,,406,89,407,91
,,414,88,419,90
,,434,87,440,90
,,436,95,452,93
,,438,91,461,97
,,445,91,505,93
,,496,90,571,94
,,548,94,652,95
,,551,100,662,98
,,548,101,676,106
,,551,101,693,101
,,591,102,696,101
,,592,97,696,103
,,625,102,692,102
,,622,100,692,106
,,660,101,731,105
,,661,103,728,107
,,646,102,722,113
,,643,104,628,114
,,637,103,594,113
,,611,100,541,100
,,585,102,510,113
,,510,100,504,112
,,477,99,473,93
,,468,100,474,105
,,448,102,460,94
,,427,96,451,94
,,450,91,468,100
,,432,96,471,99
,,415,94,481,96
,,429,88,535,94
,,411,92,550,96
,,413,91,576,96
,,411,84,601,100
,,405,90,650,103
,,416,90,687,100
,,402,88,738,104
,,417,89,735,105
,,427,82,718,108
,,434,83,705,111
,,430,89,685,109
,,427,94,681,107
,,470,97,676,103
,,481,92,676,105
,,480,90,693,104
,,445,91,693,103
,,461,94,696,104
,,445,93,699,106
,,457,92,695,101
,,505,93,670,100
,,451,98,661,101
,,461,100,648,102
,,425,95,645,104
,,451,91,650,104
,,434,92,654,99
,,449,92,663,101
,,455,94,728,107
,,448,94,739,110
,,454,96,740,109
,,464,96,737,112
,,466,93,712,108
,,470,95,712,109
,,465,98,704,111
,,440,94,688,109
,,448,94,718,109
,,439,92,735,107
,,436,91,779,103
,,437,93,780,104
,,429,89,759,113
,,438,94,743,118
,,424,96,747,111
,,413,88,740,114
,,407,93,750,105
,,413,94,778,110
,,411,92,769,117
,,411,91,770,117
,,407,93,780,111
,,401,92,764,115
,,402,89,769,115
,,387,93,786,126
,,410,88,758,117
,,424,88,756,112
,,437,92,748,109
,,445,92,701,103
,,448,102,597,107
,,478,93,596,107
,,515,92,567,103
,,576,97,532,98
,,638,92,497,101
,,646,96,465,95
,,672,99,471,95
,,683,103,458,93
,,689,104,447,95
,,701,101,416,97
,,697,104,402,93
,,709,104,383,91
,,708,105,385,89
,,702,107,364,89
,,689,110,397,89
,,607,104,388,88
,,560,107,381,82
,,521,103,404,84
,,497,94,400,89
,,471,98,393,91
,,469,96,410,92
,,472,94,372,93
,,450,97,382,91
,,464,96,387,84
,,448,93,386,87
,,436,93,444,87
,,440,94,406,89
,,435,94,409,93
,,462,92,401,94
,,495,90,405,91
,,496,90,406,91
,,499,95,426,91
,,530,92,441,90
,,605,92,464,93
,,623,98,460,99
,,636,101,485,95
,,637,100,488,94
,,665,100,490,94
,,661,102,552,98
,,664,102,572,99
,,664,100,581,100
,,665,103,597,102
,,669,106,593,99
,,664,101,579,98
,,664,103,600,99
,,658,105,594,99
,,662,100,589,104
,,665,97,604,98
,,671,103,590,94
,,667,103,592,96
,,670,107,586,100
,,667,104,594,104
,,670,108,603,97
,,659,109,595,97
,,664,111,596,98
,,653,108,599,93
,,665,106,623,96
,,674,108,662,98
,,714,106,683,97
,,694,105,705,100
,,681,107,728,106
,,662,111,738,104
,,660,107,755,105
,,656,106,747,105
,,659,111,753,107
,,703,108,751,109
,,706,113,751,108
,,749,108,768,112
,,761,108,752,105
,,774,110,766,106
,,718,111,766,111
,,720,106,759,110
,,704,106,770,112
,,710,109,752,119
,,733,106,748,119
,,736,108,718,117
,,725,107,709,103
,,730,112,631,110
,,732,113,501,109
,,740,110,494,105
,,726,110,492,99
,,730,105,433,98
,,752,108,418,101
,,761,109,386,92
,,765,113,395,89
,,754,113,387,89
,,736,109,404,93
,,702,118,351,89
,,693,114,382,90
,,670,108,349,84
,,643,113,361,83
,,601,105,346,86
,,520,99,359,87
,,475,97,358,90
,,444,103,354,88
,,396,90,354,90
,,397,90,351,85
,,382,90,373,86
,,391,85,367,89
,,378,88,356,88
,,386,83,361,86
,,388,86,356,86
,,389,89,369,88
,,376,85,375,89
,,394,85,384,91
,,343,86,387,89
,,353,84,400,88
,,365,86,401,86
,,316,87,421,86
,,332,81,424,90
,,337,78,449,95
,,328,81,460,90
,,350,85,483,90
,,433,84,471,90
,,425,89,471,93
,,373,91,466,95
,,390,94,477,102
,,391,89,479,96
,,386,87,477,98
,,405,91,452,98
,,392,89,451,96
,,409,87,445,95
,,413,89,411,97
,,432,87,407,96
,,431,89,428,93
,,440,97,450,87
,,443,93,464,93
,,463,92,490,93
,,470,97,535,92
,,478,93,540,108
,,484,90,563,109
,,484,91,638,102
,,473,91,695,104
,,477,92,698,105
,,473,91,724,98
,,477,89,721,107
,,479,91,725,108
,,479,89,734,110
,,489,91,719,104
,,494,97,739,103
,,504,92,703,110
,,501,91,647,112
,,511,96,630,108
,,506,99,611,104
,,520,99,604,108
,,514,93,598,111
,,527,97,585,96
,,530,99,586,107
,,530,97,574,107
,,541,95,563,103
,,543,94,531,102
,,560,100,482,103
,,569,99,444,93
,,595,95,437,93
,,615,94,407,95
,,616,99,411,90
,,615,99,393,96
,,622,97,389,96
,,642,97,396,87
,,638,98,390,87
,,653,101,416,87
,,654,100,423,89
,,654,102,446,93
,,658,101,508,92
,,669,103,543,97
,,676,107,466,96
,,695,109,490,92
,,710,106,495,97
,,702,110,527,100
,,710,115,534,93
,,732,105,532,101
,,726,109,540,95
,,734,111,510,98
,,725,114,433,98
,,729,111,496,98
,,731,112,521,92
,,726,107,519,99
,,738,106,525,97
,,721,106,517,98
,,709,109,524,95
,,675,112,509,94
,,651,111,514,95
,,628,109,498,96
,,609,111,517,102
,,585,106,532,90
,,525,103,497,87
,,483,100,551,100
,,429,100,538,100
,,396,106,513,108
,,378,98,537,102
,,374,86,538,103
,,368,87,540,102
,,353,89,531,106
,,377,87,570,103
,,324,82,535,103
,,391,83,543,105
,,375,86,572,91
,,381,90,588,98
,,365,87,568,102
,,361,89,593,99
,,360,92,584,98
,,364,88,582,106
,,350,88,608,103
,,362,87,615,107
,,364,88,584,107
,,355,85,583,107
,,380,86,615,102
,,408,89,586,101
,,415,92,540,106
,,399,94,454,98
,,404,92,451,98
,,416,91,441,99
,,429,89,466,94
,,441,91,476,93
,,428,94,457,94
,,436,92,465,97
,,443,94,477,98
,,441,94,469,100
,,433,95,402,99
,,433,90,419,92
,,436,88,403,84
,,443,89,437,88
,,448,93,412,93
,,446,95,455,87
,,441,98,451,88
,,434,95,401,89
,,439,94,370,91
,,438,93,383,89
,,445,91,445,82
,,436,91,438,92
,,442,89,413,93
,,435,96,380,91
,,425,92,395,90
,,425,92,473,89
,,414,94,479,91
,,419,91,578,98
,,398,83,616,101
,,403,81,618,106
,,403,94,686,103
,,412,88,740,96
,,422,87,742,106
,,438,85,726,107
,,448,93,727,103
,,509,96,733,109
,,531,96,735,112
,,521,104,707,111
,,517,102,693,103
,,529,101,677,107
,,563,100,678,113
,,611,103,680,108
,,613,102,685,109
,,614,105,675,114
,,631,110,689,108
,,628,113,658,110
,,631,108,629,108
,,693,103,622,113
,,681,99,634,115
,,678,101,619,108
,,681,105,607,104
,,693,105,593,109
,,716,103,569,103
,,688,101,556,96
,,655,104,532,98
,,645,105,533,103
,,648,102,531,97
,,625,102,531,100
,,624,98,534,94
,,574,97,565,95
,,573,103,599,97
,,568,98,678,100
,,575,98,708,110
,,556,96,713,113
,,547,97,710,109
,,532,98,727,97
,,516,95,733,122
,,490,99,745,122
,,471,98,753,125
,,439,96,729,116
,,431,91,600,113
,,424,91,533,109
,,422,90,494,100
,,439,81,498,91
,,441,82,479,98
,,438,105,465,93
,,448,95,464,105
,,454,93,444,86
,,440,109,473,102
,,436,100,457,101
,,470,94,473,93
,,455,91,483,99
,,435,89,465,97
,,464,89,482,96
,,454,96,483,95
,,456,85,512,94
,,469,105,516,101
,,463,96,547,98
,,448,93,556,94
,,476,90,573,98
,,490,88,586,100
,,461,91,612,109
,,456,94,654,101
,,433,89,652,102
,,476,87,710,111
,,477,85,730,108
,,481,94,733,109
,,541,95,730,108
,,524,100,722,106
,,525,100,715,109
,,518,96,711,108
,,527,91,708,108
,,536,90,703,110
,,527,91,695,113
,,532,114,691,116
,,527,99,692,106
,,540,92,666,108
,,515,103,646,111
,,535,95,578,102
,,534,94,574,104
,,533,97,551,102
,,524,109,522,100
,,523,98,515,104
,,535,88,516,98
,,551,100,513,99
,,534,96,479,97
,,530,97,441,96
,,521,96,451,95
,,548,98,434,94
,,529,101,418,90
,,537,99,397,91
,,540,92,405,93
,,538,102,402,92
,,536,105,392,90
,,542,95,411,85
,,540,96,398,89
,,537,102,412,94
,,566,102,399,92
,,520,104,409,94
,,517,106,403,97
,,484,104,393,92
,,514,103,391,93
,,545,101,395,91
,,520,97,395,92
,,530,93,404,92
,,520,96,404,93
,,526,97,410,89
,,512,92,415,87
,,518,98,393,89
,,531,102,401,86
,,569,105,386,90
,,571,107,402,94
,,566,103,407,88
,,583,95,392,91
,,571,95,408,91
,,592,101,405,88
,,578,92,440,89
,,575,94,535,92
,,566,104,615,95
,,577,97,654,101
,,589,102,663,103
,,553,102,675,108
,,538,99,712,111
,,529,104,728,109
,,523,102,736,108
,,515,95,746,108
,,382,99,745,103
,,423,100,718,107
,,425,91,728,108
,,415,90,723,106
,,473,89,707,108
,,449,87,666,108
,,479,93,585,102
,,465,98,558,99
,,440,96,529,98
,,424,94,502,102
,,434,97,489,106
,,440,94,487,103
,,440,90,488,99
,,427,92,488,100
,,426,91,470,95
,,392,89,491,93
,,395,90,488,92
,,393,87,480,94
,,415,94,504,96
,,411,93,516,90
,,504,90,513,92
,,566,92,502,98
,,562,98,508,89
,,556,102,501,92
,,608,102,582,102
,,673,103,556,100
,,694,104,516,102
,,684,100,529,100
,,689,105,536,99
,,686,109,586,101
,,703,101,607,103
,,704,105,692,103
,,704,107,676,102
,,686,110,662,109
,,689,114,547,110
,,676,114,515,105
,,673,108,498,98
,,672,109,474,92
,,676,103,427,98
,,680,105,422,101
,,672,107,401,95
,,685,108,393,93
,,659,101,389,85
,,632,100,358,89
,,624,108,405,87
,,626,103,410,82
,,626,98,442,85
,,619,102,436,86
,,598,104,419,91
,,586,103,423,94
,,560,102,431,91
,,556,107,445,92
,,549,99,453,94
,,551,93,491,95
,,551,102,496,98
,,553,97,483,99
,,563,98,466,99
,,574,102,448,93
,,575,103,482,94
,,589,110,465,92
,,630,101,494,98
,,648,107,527,95
,,656,106,527,91
,,658,104,517,96
,,657,104,497,97
,,670,102,519,95
,,680,106,512,97
,,705,108,511,97
,,722,109,524,97
,,703,111,522,98
,,643,118,507,97
,,580,115,465,101
,,468,101,445,97
,,470,91,439,89
,,439,107,440,93
,,459,92,424,92
,,504,84,424,94
,,463,91,418,93
,,469,96,415,95
,,479,88,389,93
,,456,88,378,91
,,485,92,374,89
,,468,92,370,88
,,477,91,381,90
,,466,96,383,88
,,480,99,428,88
,,474,99,450,89
,,484,91,471,89
,,479,94,472,94
,,490,99,540,97
,,497,94,617,98
,,516,94,704,97
,,528,97,705,99
,,539,101,716,105
,,557,103,735,105
,,591,105,735,107
,,673,100,736,109
,,710,101,731,108
,,757,105,737,106
,,763,107,743,103
,,763,114,721,109
,,761,111,670,111
,,751,111,558,109
,,748,110,504,105
,,727,117,468,101
,,694,113,462,97
,,678,113,424,95
,,678,113,446,94
,,629,106,461,96
,,609,110,421,94
,,576,111,440,94
,,562,113,432,93
,,546,97,453,90
,,516,92,470,93
,,513,101,476,96
,,474,100,576,97
,,460,97,659,95
,,462,96,678,101
,,449,92,697,105
,,453,94,729,104
,,420,97,726,110
,,408,92,723,108
,,401,93,726,106
,,390,95,725,108
,,386,93,717,107
,,371,92,711,105
,,378,87,703,109
,,373,85,704,102
,,388,89,702,102
,,390,81,703,104
,,396,86,706,103
,,392,91,705,103
,,394,89,700,103
,,372,89,700,107
,,383,90,688,104
,,375,89,679,108
,,370,90,694,106
,,366,86,697,108
,,373,86,743,110
,,370,87,760,107
,,370,88,734,107
,,366,86,721,112
,,366,88,692,111
,,369,85,689,108
,,378,88,684,109
,,364,87,684,106
,,378,85,720,104
,,376,87,738,104
,,389,85,784,107
,,417,92,789,109
,,464,92,758,109
,,543,90,740,118
,,617,99,734,116
,,694,100,712,109
,,704,108,741,117
,,703,105,756,114
,,706,101,756,116
,,720,107,756,114
,,721,107,755,112
,,739,105,771,114
,,737,110,746,108
,,768,109,739,106
,,764,109,740,112
,,740,112,716,111
,,661,113,716,108
,,614,109,711,112
,,560,98,687,107
,,522,101,681,107
,,506,102,669,110
,,473,96,650,108
,,470,98,608,108
,,464,102,527,105
,,468,93,481,103
,,459,96,443,100
,,468,94,446,96
,,455,98,401,95
,,454,99,402,88
,,457,89,376,87
,,447,92,383,92
,,442,92,375,92
,,470,93,397,86
,,476,100,382,89
,,487,90,383,90
,,526,90,380,95
,,553,94,352,92
,,574,97,355,85
,,571,97,367,83
,,579,104,322,88
,,586,104,353,88
,,595,98,385,82
,,597,99,367,84
,,607,103,387,87
,,615,102,472,91
,,653,109,419,87
,,653,108,418,92
,,651,112,416,90
,,635,106,413,89
,,586,115,423,91
,,554,110,433,90
,,496,109,444,93
,,453,100,447,93
,,437,95,463,97
,,410,96,465,96
,,398,90,465,93
,,399,85,484,95
,,382,88,496,94
,,404,88,542,93
,,402,84,620,95
,,387,87,699,98
,,391,89,714,100
,,401,88,709,103
,,382,89,692,105
,,370,93,693,105
,,396,86,692,107
,,402,91,693,108
,,397,94,693,104
,,388,93,702,102
,,410,86,695,103
,,422,83,681,108
,,423,93,689,106
,,425,87,706,103
,,429,87,708,105
,,414,91,713,109
,,472,94,711,109
,,466,94,706,103
,,453,94,699,108
,,452,97,687,106
,,441,92,697,107
,,437,100,710,104
,,434,97,711,102
,,468,92,712,106
,,466,100,723,107
,,466,96,724,110
,,471,89,733,110
,,481,94,739,111
,,484,96,737,109
,,487,96,744,111
,,458,100,760,109
,,457,98,775,108
,,449,95,750,109
,,449,90,738,110
,,445,87,741,108
,,435,92,713,112
,,440,96,663,120
,,428,95,539,104
,,426,92,489,101
,,424,91,502,106
,,400,91,475,92
,,385,95,444,92
,,372,92,423,99
,,376,89,418,95
,,365,90,400,95
,,386,86,377,95
,,391,87,370,90
,,445,88,341,87
,,477,88,352,86
,,479,93,328,86
,,504,91,351,88
,,591,88,336,85
,,656,93,349,87
,,675,99,348,83
,,698,103,380,86
,,707,106,396,86
,,701,104,348,87
,,705,105,366,91
,,710,103,326,89
,,702,105,322,89
,,710,105,331,89
,,701,109,349,86
,,702,113,440,86
,,692,112,415,90
,,607,115,456,92
,,511,102,462,93
,,468,99,475,92
,,436,98,460,91
,,423,92,467,92
,,418,87,470,94
,,429,95,471,96
,,428,92,463,99
,,421,92,452,96
,,431,92,462,97
,,437,89,465,95
,,458,91,469,95
,,479,97,466,98
,,502,97,467,99
,,519,98,445,96
,,524,93,447,91
,,567,95,441,96
,,580,98,436,97
,,604,96,431,98
,,629,97,432,90
,,659,100,502,90
,,655,99,529,93
,,656,98,530,91
,,653,97,572,93
,,656,100,572,90
,,655,102,607,106
,,651,102,672,108
,,659,98,692,103
,,658,98,718,102
,,660,103,713,104
,,662,104,720,107
,,662,103,734,110
,,662,101,732,104
,,664,107,746,107
,,657,107,730,102
,,665,104,729,109
,,670,102,677,119
,,689,100,631,110
,,700,106,582,106
,,684,108,560,101
,,675,104,552,105
,,699,100,538,101
,,696,104,523,98
,,687,107,513,103
,,690,112,482,100
,,692,106,438,102
,,695,107,424,98
,,694,103,405,95
,,730,107,410,88
,,738,110,369,93
,,785,109,384,91
,,787,106,406,91
,,776,112,436,91
,,771,115,426,94
,,778,111,419,93
,,764,114,480,91
,,775,110,461,92
,,788,108,444,94
,,788,117,477,93
,,779,115,474,95
,,779,122,466,91
,,788,113,484,91
,,784,114,457,98
,,767,117,466,93
,,789,112,448,93
,,770,107,484,89
,,766,113,490,92
,,757,107,488,100
,,749,106,486,99
,,725,111,485,94
,,699,111,488,94
,,665,103,486,97
,,632,108,476,103
,,589,115,507,95
,,502,112,540,96
,,449,96,539,97
,,441,89,550,97
,,419,91,541,89
,,409,96,511,97
,,389,88,497,90
,,405,86,545,101
,,389,86,549,107
,,394,93,569,104
,,399,91,558,104
,,369,83,560,111
,,376,84,588,103
,,327,86,603,107
,,335,86,582,103
,,338,86,588,99
,,311,86,577,103
,,311,84,586,106
,,338,85,618,106
,,331,80,591,108
,,352,82,583,106
,,418,80,596,100
,,406,86,612,100
,,360,89,609,107
,,372,89,497,109
,,371,88,474,106
,,389,85,432,102
,,384,88,471,99
,,402,90,455,90
,,418,87,431,92
,,417,87,418,99
,,412,92,453,90
,,412,94,282,90
,,420,87,370,91
,,412,88,372,87
,,435,92,497,85
,,440,92,392,92
,,494,92,419,94
,,516,93,354,92
,,508,92,336,90
,,507,96,340,85
,,508,99,428,81
,,526,96,452,90
,,525,95,372,92
,,534,95,340,92
,,579,95,342,87
,,640,94,370,83
,,677,96,452,84
,,726,99,522,86
,,726,104,556,94
,,706,108,575,105
,,710,111,650,100
,,709,106,675,98
,,714,104,657,107
,,706,104,637,103
,,705,106,644,107
,,700,101,647,109
,,703,103,655,106
,,708,105,625,105
,,700,102,616,102
,,692,107,613,110
,,698,103,600,108
,,714,102,603,106
,,714,105,599,106
,,723,102,605,107
,,731,101,605,110
,,728,111,599,114
,,739,104,591,101
,,759,106,596,101
,,765,111,570,106
,,762,103,556,102
,,775,106,533,99
,,779,111,528,102
,,763,112,522,102
,,747,109,522,101
,,738,109,522,99
,,727,109,519,100
,,713,109,524,96
,,681,106,515,93
,,627,103,527,97
,,557,104,527,103
,,459,106,524,102
,,430,96,528,104
,,418,94,523,100
,,406,92,528,100
,,409,92,528,101
,,379,92,524,102
,,400,90,524,102
,,338,85,517,100
,,355,86,520,96
,,332,82,517,95
,,334,84,523,98
,,340,86,521,97
,,330,83,523,100
,,337,88,527,106
,,331,88,529,100
,,352,84,528,95
,,339,84,525,96
,,349,84,520,94
,,353,86,521,101
,,346,88,520,98
,,341,87,522,99
,,351,86,523,99
,,357,83,527,97
,,385,85,527,97
,,374,88,527,99
,,387,90,529,102
,,391,89,528,99
,,412,89,529,100
,,408,91,528,97
,,410,94,528,100
,,413,91,528,102
,,413,94,525,97
,,441,93,526,97
,,469,93,526,97
,,452,94,526,102
,,431,97,526,103
,,437,88,525,104
,,424,89,526,101
,,432,95,527,98
,,449,97,527,102
,,443,91,529,101
,,438,94,529,106
,,445,95,530,93
,,441,92,531,94
,,430,96,532,104
,,431,94,533,95
,,418,91,535,98
,,435,93,536,97
,,441,85,536,95
,,446,71,536,102
,,463,96,536,103
,,477,96,536,99
,,502,97,535,97
,,584,99,537,97
,,679,105,536,105
,,689,103,537,106
,,724,108,537,101
,,723,102,537,98
,,720,103,537,98
,,744,107,538,100
,,725,104,539,99
,,751,107,540,102
,,744,107,543,98
,,702,109,543,102
,,672,106,542,105
,,655,105,542,99
,,654,106,543,99
,,627,101,544,101
,,601,102,542,109
,,570,101,542,104
,,552,100,542,102
,,523,96,543,101
,,494,97,543,99
,,490,98,543,98
,,466,93,543,102
,,456,96,543,101
,,452,100,543,102
,,447,92,543,102
,,460,94,542,103
,,437,94,543,102
,,425,91,543,99
,,411,94,543,105
,,415,82,543,104
,,436,98,543,101
,,440,82,543,98
,,411,106,543,101
,,455,126,543,108
,,434,118,543,104
,,408,92,543,100
,,406,88,543,99
,,449,91,543,102
,,488,96,542,103
,,475,95,543,103
,,481,82,543,94
,,427,89,543,94
,,445,97,543,102
,,420,99,543,103
,,487,87,543,104
,,489,87,543,103
,,488,93,543,95
,,487,94,543,95
,,483,95,543,102
,,488,90,543,104
,,505,97,543,103
,,480,94,543,94
,,487,98,543,102
,,522,98,543,103
,,526,91,543,103
,,515,108,544,101
,,540,94,543,101
,,532,92,543,101
,,508,96,543,94
,,497,106,544,100
,,482,99,543,109
,,514,90,543,94
,,511,91,543,97
,,509,103,544,105
,,525,94,544,100
,,506,96,544,100
,,537,93,544,95
,,536,95,543,97
,,548,96,543,95
,,540,97,543,105
,,538,96,544,100
,,541,102,544,98
,,548,98,543,103
,,571,97,543,99
,,537,103,543,98
,,549,102,544,102
,,540,100,543,102
,,510,99,544,96
,,513,97,544,100
,,469,107,543,102
,,445,102,543,100
,,441,93,544,99
,,453,90,544,96
,,475,90,544,101
,,463,96,543,101
,,454,94,544,95
,,468,94,543,99
,,468,94,543,101
,,469,94,543,99
,,342,90,543,97
,,397,85,543,95
,,401,84,543,98
,,434,85,543,106
,,409,85,543,99
,,441,86,544,97
,,402,91,543,94
,,352,93,543,96
,,353,87,542,94
,,379,84,542,101
,,422,86,542,104
,,433,87,542,103
,,400,88,541,97
,,367,83,542,107
,,373,89,540,105
,,379,85,541,94
,,377,87,540,100
,,426,86,538,103
,,520,89,538,99
,,532,94,539,101
,,600,97,539,100
,,721,101,536,101
,,750,102,536,97
,,756,104,538,94
,,766,108,537,99
,,756,113,539,95
,,764,111,541,94
,,750,113,542,94
,,699,115,542,105
,,687,119,543,109
,,681,103,544,99
,,692,101,545,101
,,691,116,545,101
,,694,116,545,104
,,705,112,546,103
,,689,115,545,97
,,692,112,544,95
,,668,111,543,102
,,640,121,544,105
,,624,101,544,104
,,636,102,544,103
,,641,102,543,101
,,648,113,544,104
,,647,109,544,99
,,633,101,544,103
,,622,115,544,103
,,606,111,544,101
,,592,103,544,101
,,590,102,544,99
,,587,107,544,103
,,572,110,544,98
,,568,108,544,97
,,574,104,544,95
,,621,103,544,95
,,676,108,544,96
,,696,117,544,95
,,701,109,544,98
,,698,112,544,96
,,716,124,544,97
,,730,114,543,98
,,750,112,543,107
,,765,119,545,103
,,659,127,543,99
,,588,104,545,105
,,517,121,544,95
,,487,97,544,92
,,465,102,544,103
,,441,102,544,97
,,461,98,544,97
,,436,96,544,94
,,446,96,544,95
,,445,96,544,104
,,457,92,544,102
,,464,86,543,102
,,451,91,543,101
,,465,93,543,96
,,471,93,543,102
,,493,94,543,105
,,503,95,543,101
,,520,99,543,96
,,537,101,543,98
,,536,99,543,101
,,548,101,543,101
,,575,102,543,104
,,586,99,544,101
,,655,101,544,100
,,741,103,544,98
,,769,106,543,99
,,788,108,543,99
,,785,118,543,101
,,785,114,545,102
,,773,117,546,97
,,762,118,546,101
,,706,109,546,100
,,627,115,546,100
,,631,110,550,100
,,622,112,550,99
,,577,112,550,109
,,582,102,550,108
,,552,101,552,105
,,551,103,553,99
,,508,98,556,103
,,478,98,559,106
,,440,95,565,102
,,440,99,571,104
,,417,91,573,97
,,388,87,578,104
,,400,89,573,109
,,397,87,566,105
,,401,91,560,100
,,391,91,562,101
,,392,92,561,100
,,397,91,561,109
,,377,89,561,106
,,381,91,560,102
,,375,91,562,105
,,378,87,561,102
,,383,89,563,102
,,390,92,562,105
,,404,94,563,97
,,403,87,563,96
,,393,90,564,104
,,384,90,564,106
,,384,88,564,102
,,386,92,566,100
,,374,88,569,98
,,381,87,570,104
,,384,89,570,98
,,385,89,570,100
,,383,90,571,109
,,392,90,570,92
,,373,89,570,97
,,398,86,570,109
,,398,87,570,95
,,409,89,570,97
,,389,90,570,101
,,398,90,570,101
,,379,89,570,100
,,459,91,570,96
,,507,88,570,101
,,580,96,570,100
,,613,97,571,103
,,659,105,570,100
,,674,101,570,103
,,686,100,571,101
,,698,109,570,99
,,711,102,570,100
,,720,104,570,103
,,733,106,570,107
,,774,111,570,101
,,787,113,570,101
,,721,106,570,100
,,667,107,570,104
,,623,105,570,100
,,570,103,570,100
,,536,103,571,105
,,518,103,570,107
,,489,101,571,101
,,479,94,570,103
,,476,93,570,102
,,471,99,571,98
,,474,92,571,104
,,475,92,571,101
,,478,96,570,102
,,489,90,571,106
,,486,91,571,100
,,479,97,571,100
,,503,99,571,104
,,524,98,571,108
,,536,93,570,100
,,531,93,571,98
,,557,97,570,103
,,557,99,570,105
,,547,102,570,98
,,547,103,569,100
,,532,100,572,102
,,569,97,569,100
,,561,93,571,102
,,581,105,571,98
,,576,102,570,96
,,600,100,570,98
,,623,105,571,101
,,631,107,571,103
,,655,111,571,96
,,628,107,571,106
,,568,105,571,105
,,488,109,571,102
,,433,101,571,97
,,439,96,571,97
,,389,91,571,100
,,388,86,571,100
,,390,85,571,98
,,393,92,571,99
,,383,86,571,99
,,394,85,571,97
,,401,89,571,100
,,383,90,571,99
,,426,90,571,97
,,433,89,571,104
,,403,91,571,101
,,401,94,571,102
,,411,91,571,103
,,404,85,571,100
,,394,88,571,97
,,431,89,571,102
,,450,89,571,96
,,437,95,571,95
,,432,94,571,103
,,451,87,571,103
,,408,92,570,102
,,514,94,570,107
,,496,93,571,92
,,487,98,571,94
,,467,99,570,102
,,498,97,570,105
,,497,98,572,109
,,494,97,571,95
,,488,95,571,106
,,459,95,571,103
,,458,96,571,100
,,458,95,571,104
,,461,90,570,108
,,461,98,571,104
,,433,99,569,103
,,434,90,571,105
,,435,89,570,95
,,431,94,569,98
,,438,92,569,105
,,432,96,570,99
,,440,97,569,101
,,438,90,569,102
,,437,89,570,99
,,426,93,570,100
,,394,92,569,102
,,386,91,569,99
,,378,90,570,97
,,381,87,570,100
,,374,90,571,99
,,399,88,572,101
,,422,88,576,100
,,466,88,579,99
,,503,94,580,98
,,519,98,582,102
,,608,96,584,108
,,692,96,588,105
,,712,97,593,100
,,713,106,603,98
