Calibration_Linear,Calibration_ToF,Run1_Linear,Run1_ToF,Run2_Linear,Run2_ToF
,,496,97,551,92
,,496,92,551,96
,,497,96,551,103
,,497,92,551,102
,,497,95,551,99
,,497,100,551,102
,,497,95,551,99
,,497,99,551,95
,,497,97,551,99
,,497,95,551,104
,,497,98,551,101
,,497,98,551,99
,,496,95,551,102
,,497,91,551,102
,,497,99,551,100
,,497,96,551,98
,,497,90,551,97
,,497,93,551,102
,,497,95,551,102
,,497,99,551,97
,,497,89,551,97
,,497,93,551,98
,,497,91,551,100
,,496,91,551,97
,,497,94,551,97
,,497,97,551,99
,,497,94,551,97
,,497,94,551,100
,,496,96,551,100
,,497,94,551,103
,,497,99,551,108
,,497,98,551,94
,,497,101,551,104
,,497,96,551,100
,,497,94,551,92
,,497,94,551,95
,,497,91,551,94
,,497,89,551,99
,,497,101,551,101
,,497,99,551,100
,,497,94,551,100
,,497,97,551,102
,,497,97,551,106
,,497,89,551,99
,,497,89,551,93
,,497,96,551,100
,,497,90,551,99
,,497,95,551,103
,,497,93,551,99
,,497,94,551,93
,,497,101,551,96
,,497,97,551,97
,,497,93,551,96
,,497,91,551,94
,,497,95,551,92
,,497,98,551,101
,,497,104,551,100
,,497,103,551,103
,,497,95,551,97
,,497,92,551,89
,,497,99,551,101
,,497,103,551,92
,,497,95,551,90
,,497,89,551,101
,,497,89,551,97
,,497,93,551,98
,,497,94,551,97
,,497,96,551,102
,,497,94,551,105
,,497,92,551,98
,,497,91,551,96
,,497,99,551,92
,,497,94,551,99
,,497,91,551,103
,,497,91,551,99
,,497,95,551,96
,,497,100,551,99
,,497,102,551,103
,,497,96,551,106
,,497,101,551,106
,,497,96,551,94
,,497,91,551,97
,,497,93,551,97
,,497,92,551,98
,,497,100,551,100
,,497,95,551,99
,,497,93,551,101
,,497,91,551,100
,,497,98,551,96
,,497,100,551,105
,,497,104,551,107
,,497,97,551,95
,,497,91,551,97
,,497,93,551,101
,,497,97,551,99
,,497,91,551,94
,,497,96,551,98
,,497,96,551,100
,,497,88,551,102
,,497,89,551,102
,,497,92,551,106
,,497,97,551,107
,,497,92,551,103
,,497,88,551,102
,,497,87,551,106
,,497,85,551,102
,,497,90,551,95
,,497,93,551,94
,,497,91,551,101
,,497,92,551,99
,,497,95,551,99
,,497,92,551,101
,,497,85,551,98
,,497,88,551,100
,,497,102,551,103
,,497,102,551,95
,,497,97,551,95
,,497,90,551,95
,,497,93,551,99
,,497,93,551,104
,,497,93,551,94
,,497,92,551,104
,,497,95,551,102
,,497,103,551,102
,,497,92,551,98
,,497,86,551,97
,,497,90,551,99
,,497,86,551,100
,,497,85,551,99
,,497,94,551,101
,,497,92,551,100
,,497,93,551,101
,,497,101,551,101
,,497,97,551,104
,,497,91,551,105
,,497,103,551,101
,,497,95,551,98
,,497,96,551,97
,,497,97,551,96
,,497,94,551,98
,,497,93,551,101
,,497,91,551,96
,,497,93,551,93
,,497,92,551,93
,,497,87,551,93
,,497,90,551,99
,,497,103,551,102
,,497,95,551,94
,,497,93,551,96
,,497,86,551,101
,,497,96,551,97
,,497,100,551,96
,,497,96,551,103
,,497,85,551,95
,,497,90,551,98
,,497,95,551,108
,,497,92,551,93
,,497,94,551,96
,,497,95,551,101
,,497,97,551,98
,,497,99,551,95
,,497,93,551,96
,,497,88,551,102
,,497,88,551,95
,,497,96,551,101
,,497,99,551,104
,,497,95,551,94
,,497,93,551,96
,,497,88,551,103
,,497,88,551,97
,,497,92,551,97
,,497,90,551,100
,,497,96,551,100
,,497,101,551,98
,,497,97,551,98
,,497,97,551,98
,,497,96,551,101
,,497,93,551,106
,,497,95,551,103
,,497,90,551,103
,,497,83,551,95
,,497,91,551,92
,,496,90,551,94
,,497,96,551,95
,,497,99,551,94
,,497,94,551,97
,,497,97,551,101
,,497,97,551,98
,,497,93,551,97
,,497,96,551,96
,,497,91,551,94
,,497,88,551,103
,,497,94,551,98
,,497,89,551,101
,,497,92,551,101
,,497,94,551,106
,,497,102,551,109
,,497,98,551,99
,,497,94,551,95
,,497,86,551,103
,,497,90,551,99
,,497,96,551,97
,,497,95,551,100
,,497,96,551,104
,,497,94,551,108
,,497,98,551,100
,,497,95,551,100
,,497,89,551,96
,,497,98,551,94
,,497,99,551,95
,,497,91,551,92
,,497,90,551,101
,,497,91,551,101
,,497,100,551,97
,,497,104,551,97
,,497,91,551,94
,,497,98,551,93
,,497,88,551,100
,,497,89,551,102
,,497,98,551,100
,,497,92,551,99
,,497,85,551,104
,,497,93,551,94
,,497,88,551,101
,,497,90,551,100
,,497,92,551,99
,,497,92,551,101
,,497,97,551,99
,,497,91,551,102
,,497,90,551,97
,,497,89,551,94
,,497,96,551,102
,,497,92,551,102
,,497,99,551,101
,,497,97,551,103
,,497,94,551,101
,,497,96,551,96
,,497,96,551,92
,,497,100,551,94
,,497,95,551,98
,,497,96,551,103
,,497,90,551,98
,,497,98,551,97
,,497,99,551,96
,,497,91,551,97
,,497,100,551,101
,,497,99,551,92
,,497,93,551,99
,,497,103,551,102
,,496,99,551,106
,,497,95,551,102
,,497,94,551,97
,,497,98,551,99
,,497,95,551,101
,,497,91,551,92
,,497,98,551,104
,,496,88,551,99
,,497,98,551,97
,,497,102,551,99
,,497,95,551,98
,,497,88,551,100
,,497,90,551,100
,,497,85,551,104
,,497,88,551,98
,,497,93,551,109
,,497,94,551,107
,,497,91,551,94
,,497,88,551,100
,,496,95,551,104
,,497,93,551,103
,,496,95,551,97
,,496,98,551,99
,,497,96,551,106
,,497,90,551,90
,,497,95,551,98
,,497,96,551,102
,,497,90,551,103
,,497,92,551,109
,,497,94,551,106
,,496,96,551,100
,,497,93,551,101
,,497,91,551,98
,,497,94,551,101
,,496,93,551,100
,,497,95,551,100
,,497,97,551,111
,,496,94,551,102
,,497,85,551,103
,,497,93,551,106
,,497,95,551,100
,,497,89,551,109
,,497,94,551,113
,,497,90,551,100
,,496,97,551,106
,,496,96,551,100
,,497,96,551,96
,,496,95,551,97
,,497,98,551,100
,,497,103,551,103
,,496,93,551,102
,,497,92,551,101
,,497,94,551,95
,,496,96,551,95
,,497,92,551,100
,,497,88,551,101
,,497,96,551,97
,,497,103,551,99
,,497,103,551,98
,,497,93,551,102
,,497,90,551,97
,,496,89,551,95
,,497,92,551,93
,,497,95,551,96
,,497,92,551,98
,,496,94,551,95
,,497,100,551,100
,,496,91,551,98
,,497,88,551,98
,,497,92,551,98
,,497,87,551,99
,,497,94,551,96
,,497,95,551,98
,,497,90,551,97
,,496,91,551,96
,,497,90,551,98
,,497,92,551,98
,,496,95,551,102
,,496,97,551,99
,,496,86,551,94
,,496,83,551,99
,,496,91,551,97
,,496,99,551,93
,,496,95,551,100
,,496,94,551,103
,,496,93,551,97
,,496,92,551,101
,,496,90,551,98
,,496,96,551,92
,,496,100,551,92
,,496,93,551,99
,,496,94,551,102
,,496,92,551,100
,,496,89,551,107
,,496,85,551,106
,,496,84,551,104
,,496,84,551,105
,,496,94,551,101
,,496,93,551,99
,,496,89,551,103
,,496,96,551,91
,,496,98,551,90
,,496,95,551,98
,,496,96,551,99
,,496,98,551,105
,,496,92,551,96
,,496,86,551,97
,,496,87,551,100
,,496,96,551,101
,,496,102,551,97
,,496,104,551,101
,,496,94,551,98
,,496,92,551,94
,,496,90,551,99
,,496,93,551,102
,,496,95,551,104
,,496,90,551,105
,,496,89,551,104
,,496,91,551,99
,,496,91,551,97
,,496,90,551,100
,,496,93,551,100
,,496,103,551,98
,,496,91,551,98
,,496,91,551,100
,,496,95,551,98
,,496,96,551,103
,,496,94,551,97
,,496,89,551,102
,,496,89,551,106
,,496,88,551,93
,,496,92,551,97
,,496,92,551,98
,,496,95,551,99
,,496,98,551,101
,,496,94,551,101
,,496,92,551,90
,,496,94,551,99
,,496,88,551,101
,,496,96,551,102
,,496,97,551,100
,,496,92,551,103
,,496,93,551,96
,,496,97,551,95
,,496,96,551,96
,,496,90,551,96
,,496,89,551,97
,,496,94,551,97
,,496,92,551,100
,,496,89,551,102
,,496,94,551,99
,,496,99,551,95
,,496,95,551,95
,,496,92,551,100
,,496,92,551,96
,,496,91,551,95
,,496,103,551,96
,,496,101,551,98
,,496,89,551,98
,,496,90,551,99
,,496,89,551,96
,,496,95,551,108
,,496,93,551,105
,,496,89,551,102
,,496,91,551,96
,,496,94,551,96
,,496,83,551,102
,,496,83,551,102
,,496,97,551,105
,,496,90,551,107
,,497,91,551,94
,,497,93,551,97
,,496,87,551,103
,,497,89,551,99
,,497,93,551,102
,,497,93,551,101
,,497,96,551,100
,,497,93,551,97
,,497,87,551,96
,,497,85,551,98
,,497,90,551,101
,,497,84,551,95
,,497,87,551,96
,,497,99,551,94
,,497,94,551,96
,,497,86,551,100
,,496,96,551,99
,,497,92,551,101
,,497,90,551,102
,,497,88,551,110
,,497,89,551,95
,,497,90,551,103
,,497,99,551,96
,,496,99,551,96
,,497,91,551,102
,,496,96,551,92
,,496,98,551,101
,,496,89,551,104
,,496,93,551,99
,,496,95,551,98
,,496,96,551,93
,,496,96,551,95
,,497,98,551,94
,,497,97,551,93
,,497,100,551,92
,,496,94,551,92
,,497,86,551,94
,,496,91,551,96
,,496,88,551,97
,,496,98,551,96
,,496,94,551,98
,,497,93,551,96
,,496,99,551,90
,,496,95,551,96
,,497,90,551,93
,,497,84,551,95
,,496,87,551,100
,,496,91,551,100
,,496,99,551,97
,,497,90,551,96
,,496,90,551,101
,,496,99,551,104
,,496,90,551,103
,,497,91,551,97
,,497,96,551,104
,,496,100,551,96
,,497,93,551,92
,,497,92,551,101
,,496,93,551,101
,,496,91,551,102
,,496,100,551,97
,,496,98,551,90
,,496,88,551,96
,,496,89,551,105
,,496,96,551,107
,,496,92,551,104
,,496,90,551,94
,,496,97,551,97
,,496,93,551,93
,,496,90,551,93
,,496,94,551,103
,,496,93,551,98
,,496,95,551,93
,,496,92,551,104
,,496,94,551,97
,,497,94,551,100
,,496,90,551,99
,,496,94,551,97
,,496,99,551,101
,,496,95,551,100
,,496,97,551,100
,,496,91,551,97
,,496,97,551,98
,,496,103,551,105
,,496,100,551,105
,,496,97,551,94
,,496,100,551,103
,,496,99,551,101
,,496,97,551,94
,,496,91,551,101
,,496,87,551,101
,,497,90,551,101
,,496,91,551,98
,,496,99,551,95
,,496,97,551,96
,,496,96,551,102
,,496,85,551,98
,,496,99,551,102
,,496,100,551,105
,,496,92,551,99
,,496,95,551,100
,,496,99,551,98
,,496,104,551,100
,,496,92,551,100
,,497,88,551,96
,,496,88,551,99
,,496,90,551,98
,,496,94,551,99
,,496,96,551,101
,,496,96,551,94
,,496,92,551,103
,,496,91,551,100
,,496,97,551,94
,,496,96,551,95
,,496,85,551,94
,,496,94,551,100
,,497,89,551,96
,,496,90,551,96
,,496,89,551,96
,,496,87,551,96
,,496,100,551,97
,,496,101,551,97
,,496,97,551,96
,,496,88,551,99
,,496,89,551,98
,,496,94,551,97
,,496,91,551,98
,,496,88,551,94
,,496,96,551,93
,,496,90,551,95
,,496,86,551,92
,,496,92,551,97
,,496,99,551,99
,,497,98,551,94
,,496,92,551,102
,,496,86,551,91
,,496,91,551,91
,,496,96,551,102
,,496,85,551,94
,,496,91,551,104
,,496,96,551,96
,,496,94,551,95
,,496,91,551,103
,,496,92,551,97
,,496,94,551,93
,,496,89,551,94
,,496,86,551,95
,,497,94,551,99
,,496,89,551,96
,,496,90,551,99
,,496,95,551,101
,,496,89,551,98
,,496,87,551,95
,,496,88,551,98
,,496,92,551,103
,,496,94,551,101
,,496,96,551,95
,,496,104,551,95
,,496,98,551,100
,,496,98,551,101
,,496,90,551,97
,,496,87,551,95
,,496,95,551,97
,,496,92,551,102
,,496,100,551,98
,,497,99,551,102
,,496,89,551,101
,,496,87,551,97
,,496,94,551,94
,,496,97,551,99
,,496,91,551,97
,,496,93,551,96
,,496,89,551,101
,,496,89,551,92
,,496,96,551,93
,,496,93,551,101
,,497,86,551,92
,,496,84,551,96
,,496,93,551,92
,,496,95,551,102
,,496,95,551,101
,,496,86,551,90
,,496,88,551,100
,,496,91,551,100
,,496,87,551,100
,,496,90,551,100
,,496,90,551,97
,,496,87,551,96
,,496,87,551,99
,,496,94,551,96
,,496,90,551,96
,,496,97,551,98
,,496,101,551,100
,,496,90,551,98
,,496,99,551,98
,,496,96,551,97
,,496,92,551,99
,,496,94,551,99
,,496,96,551,100
,,496,90,551,103
,,496,97,551,96
,,496,96,551,96
,,496,99,551,103
,,496,92,551,100
,,496,91,551,98
,,496,95,551,104
,,496,90,551,103
,,496,88,551,99
,,496,94,551,93
,,496,101,551,98
,,496,85,551,108
,,496,86,551,102
,,496,92,551,97
,,496,90,551,96
,,496,95,551,98
,,496,96,551,101
,,496,89,551,102
,,497,90,551,99
,,496,92,551,97
,,496,83,551,102
,,496,89,551,96
,,496,93,551,97
,,496,96,551,101
,,496,96,551,99
,,496,98,551,97
,,496,90,551,94
,,496,89,551,103
,,496,89,551,98
,,496,89,551,91
,,496,91,551,100
,,496,94,551,104
,,496,97,551,99
,,496,97,551,101
,,496,89,551,98
,,496,92,551,103
,,496,93,551,100
,,496,95,551,99
,,496,98,551,104
,,496,101,551,92
,,496,91,551,94
,,496,91,551,96
,,496,89,551,94
,,496,93,551,96
,,496,95,551,96
,,496,87,551,97
,,496,94,551,99
,,496,94,551,95
,,496,90,551,97
,,496,88,551,96
,,496,97,551,100
,,496,101,551,102
,,496,91,551,96
,,496,88,551,101
,,496,88,551,104
,,496,89,551,93
,,496,85,551,95
,,496,88,551,98
,,496,90,551,99
,,496,89,551,108
,,496,90,551,102
,,496,89,551,96
,,496,92,551,97
,,496,88,551,93
,,496,92,551,96
,,496,94,551,97
,,496,89,551,99
,,496,91,551,100
,,496,94,551,99
,,496,101,551,98
,,496,100,551,98
,,496,87,551,97
,,496,97,551,98
,,496,97,551,102
,,496,85,551,98
,,496,92,551,92
,,496,92,551,102
,,496,94,551,93
,,496,87,551,92
,,496,88,551,108
,,496,93,551,95
,,496,94,551,95
,,496,88,551,100
,,496,88,551,96
,,496,93,551,96
,,496,92,551,98
,,496,92,551,93
,,496,99,551,98
,,496,82,551,97
,,496,84,551,98
,,496,93,551,100
,,496,94,551,102
,,496,96,551,94
,,496,97,551,98
,,496,90,551,104
,,496,98,551,103
,,496,91,551,100
,,496,89,551,97
,,496,88,551,96
,,496,90,551,99
,,496,94,551,93
,,496,98,551,90
,,496,98,551,104
,,496,93,551,94
,,496,90,551,92
,,496,89,551,99
,,496,93,551,97
,,496,90,551,94
,,496,91,551,96
,,496,100,551,101
,,496,99,551,95
,,496,83,551,95
,,496,90,551,101
,,496,89,551,102
,,496,95,551,102
,,496,89,551,99
,,496,89,551,106
,,496,90,551,101
,,496,91,551,95
,,496,90,551,98
,,496,92,551,96
,,496,96,551,105
,,496,96,551,106
,,496,91,551,98
,,496,91,551,96
,,496,87,551,98
,,496,90,551,100
,,496,87,551,107
,,496,97,551,102
,,496,89,551,97
,,496,86,551,99
,,496,94,551,97
,,496,88,551,96
,,496,86,551,96
,,496,93,551,102
,,496,86,551,100
,,496,86,551,99
,,496,86,551,98
,,496,102,551,102
,,497,91,551,102
,,497,89,551,103
,,496,92,551,101
,,496,96,551,103
,,496,102,551,101
,,496,87,551,97
,,496,92,551,101
,,496,91,551,97
,,496,93,551,99
,,496,93,551,101
,,496,90,551,99
,,496,93,551,101
,,496,96,551,99
,,496,88,551,99
,,496,87,551,100
,,496,89,551,89
,,496,94,551,99
,,496,89,551,94
,,496,92,551,99
,,496,95,551,104
,,496,91,551,98
,,496,91,551,92
,,496,95,551,95
,,496,96,551,98
,,496,94,551,96
,,496,92,551,98
,,496,95,551,102
,,496,92,551,96
,,496,100,551,100
,,496,94,551,98
,,496,92,551,97
,,496,94,551,103
,,496,92,551,99
,,496,101,551,99
,,496,89,551,98
,,496,85,551,97
,,496,88,551,99
,,496,98,551,99
,,496,96,551,95
,,496,88,551,103
,,496,89,551,101
,,496,86,551,95
,,496,88,551,95
,,496,97,551,99
,,496,94,551,99
,,496,91,551,103
,,496,93,551,103
,,496,98,551,98
,,496,101,551,91
,,496,91,551,92
,,496,101,551,95
,,496,93,551,94
,,496,94,551,97
,,496,91,551,99
,,496,87,551,99
,,496,90,551,92
,,496,98,551,95
,,496,96,551,98
,,496,89,551,102
,,496,92,551,104
,,496,95,551,99
,,496,89,551,101
,,496,96,551,92
,,496,95,551,94
,,496,88,551,103
,,496,89,551,101
,,496,92,551,102
,,496,88,551,95
,,496,92,551,104
,,496,95,551,94
,,496,89,551,95
,,496,93,551,98
,,496,91,551,96
,,496,96,551,96
,,496,95,551,95
,,496,96,551,95
,,496,98,551,94
,,496,88,551,98
,,497,91,551,93
,,497,91,551,94
,,497,93,551,103
,,497,93,551,100
,,497,94,551,101
,,497,90,551,94
,,497,95,551,93
,,497,103,551,97
,,497,98,551,95
,,497,94,551,103
,,497,92,551,92
,,497,93,551,92
,,497,90,551,98
,,497,102,551,105
,,497,98,551,104
,,497,90,551,96
,,497,98,551,100
,,497,87,551,97
,,497,87,551,104
,,498,93,551,102
,,497,95,551,99
,,497,100,551,100
,,497,94,551,97
,,497,94,551,96
,,497,96,551,97
,,497,95,551,100
,,497,93,551,95
,,497,96,551,99
,,497,93,551,99
,,497,93,551,98
,,497,92,551,98
,,497,93,551,100
,,497,91,551,99
,,497,93,551,96
,,497,91,551,93
,,497,91,551,98
,,497,95,551,99
,,497,98,551,103
,,497,98,551,103
,,497,91,551,101
,,497,92,551,94
,,497,97,551,96
,,497,90,551,100
,,497,92,551,98
,,497,98,551,99
,,497,95,551,102
,,497,93,551,92
,,497,92,551,97
,,497,93,551,98
,,497,98,551,101
,,497,100,551,97
,,497,88,551,93
,,497,92,551,100
,,497,92,551,100
,,497,90,551,102
,,497,92,551,99
,,497,88,551,97
,,497,97,551,96
,,497,96,551,104
,,497,93,551,97
,,497,92,551,102
,,497,90,551,100
,,497,98,551,93
,,497,97,551,104
,,497,89,551,103
,,497,86,551,95
,,497,100,551,95
,,497,95,551,95
,,497,89,551,95
,,497,95,551,94
,,497,91,551,94
,,497,93,551,95
,,496,92,551,91
,,495,96,551,99
,,494,93,551,101
,,493,90,551,95
,,493,93,551,97
,,494,89,551,96
,,494,92,551,94
,,494,93,551,98
,,494,91,551,102
,,495,89,551,103
,,496,95,551,103
,,496,89,551,96
,,497,90,551,95
,,498,91,551,101
,,498,98,551,99
,,498,94,551,98
,,498,94,551,93
,,498,91,551,95
,,498,93,551,96
,,498,92,551,98
,,498,96,551,97
,,498,92,551,98
,,498,87,551,101
,,498,89,551,101
,,498,91,551,97
,,499,90,551,101
,,499,87,551,103
,,499,87,551,100
,,498,97,551,100
,,498,93,551,102
,,498,93,551,104
,,498,96,551,97
,,496,99,551,95
,,495,101,551,98
,,496,86,551,98
,,496,88,551,92
,,496,94,551,92
,,496,90,551,98
,,496,89,551,104
,,496,88,551,104
,,495,92,551,103
,,496,98,551,98
,,496,94,551,104
,,496,96,551,104
,,496,97,551,95
,,496,96,551,96
,,496,86,551,94
,,496,93,551,91
,,496,89,551,96
,,496,92,551,103
,,496,94,551,99
,,496,90,551,102
,,496,96,551,97
,,496,94,551,98
,,496,95,551,94
,,496,90,551,95
,,497,102,551,93
,,498,96,551,98
,,498,90,551,96
,,498,103,551,95
,,498,93,551,102
,,498,93,551,98
,,498,92,551,101
,,498,94,551,98
,,498,89,551,93
,,498,92,551,95
,,498,101,551,98
,,498,94,551,97
,,498,90,551,97
,,498,91,551,96
,,498,95,551,100
,,498,92,551,93
,,498,97,551,96
,,498,95,551,100
,,497,90,551,90
,,497,100,551,96
,,498,97,551,102
,,498,90,551,105
,,497,96,551,95
,,497,105,551,94
,,498,97,551,103
,,498,89,551,95
,,498,99,551,105
,,498,96,551,108
,,498,88,551,107
,,498,91,551,103
,,498,92,551,99
,,498,95,551,101
,,498,90,551,102
,,498,92,551,94
,,498,95,551,96
,,498,87,551,96
,,498,93,551,95
,,498,89,551,96
,,498,91,551,97
,,498,92,551,97
,,498,92,551,107
,,498,100,551,103
,,498,101,551,99
,,498,97,551,101
,,498,90,551,101
,,498,101,551,102
,,498,90,551,102
,,498,94,551,104
,,498,102,551,100
,,498,89,551,96
,,498,101,551,97
,,498,99,551,93
,,498,84,551,99
,,498,90,551,99
,,498,90,551,100
,,498,88,551,98
,,498,92,551,98
,,498,95,551,96
,,498,86,551,102
,,498,95,551,95
,,498,92,551,96
,,498,93,551,101
,,498,90,551,99
,,497,90,551,101
,,497,89,551,93
,,497,90,551,90
,,497,90,551,88
,,498,93,551,100
,,498,97,551,102
,,498,97,551,97
,,498,85,551,99
,,498,92,551,106
,,497,91,551,98
,,497,88,551,95
,,497,90,551,96
,,497,92,551,102
,,497,87,551,98
,,497,88,551,94
,,497,100,551,105
,,497,91,551,100
,,497,96,551,103
,,497,90,551,104
,,497,93,551,100
,,497,94,551,93
,,497,93,551,96
,,497,94,551,101
,,497,93,551,100
,,497,95,551,100
,,497,91,551,98
,,497,94,551,94
,,497,94,551,98
,,497,89,551,97
,,496,93,551,96
,,496,90,551,101
,,496,87,551,98
,,496,95,551,102
,,496,87,551,93
,,496,84,551,93
,,495,96,551,97
,,495,96,551,101
,,495,93,551,96
,,495,91,551,100
,,495,92,551,101
,,495,87,551,101
,,495,89,551,107
,,495,92,551,103
,,495,87,551,97
,,495,95,551,98
,,495,98,551,99
,,495,87,551,101
,,495,90,551,98
,,495,104,551,101
,,494,96,551,100
,,495,92,551,97
,,495,99,551,95
,,494,99,551,99
,,494,84,551,100
,,494,85,551,100
,,493,97,551,95
,,493,96,551,95
,,493,97,551,101
,,493,91,551,98
,,493,95,551,101
,,493,91,551,106
,,493,93,551,92
,,494,100,551,99
,,493,91,551,101
,,493,95,551,98
,,493,94,551,97
,,494,93,551,106
,,494,92,551,106
,,494,92,551,102
,,494,95,551,101
,,494,83,551,97
,,495,88,551,98
,,496,100,551,98
,,496,98,551,93
,,496,96,551,98
,,496,89,551,98
,,496,97,551,106
,,496,100,551,100
,,496,97,551,100
,,496,91,551,101
,,496,91,551,100
,,496,92,551,100
,,496,85,551,95
,,496,86,551,99
,,496,85,551,97
,,496,87,551,99
,,496,86,551,104
,,496,82,551,101
,,496,87,551,101
,,496,95,551,103
,,496,92,551,95
,,496,89,551,100
,,496,96,551,99
,,496,95,551,100
,,496,90,551,103
,,496,94,551,102
,,496,84,551,101
,,496,89,551,97
,,496,92,551,97
,,496,92,551,103
,,496,86,551,100
,,496,82,551,102
,,496,92,551,100
,,496,88,551,96
,,496,89,551,102
,,496,85,551,100
,,496,89,551,95
,,496,93,551,96
,,496,98,551,99
,,496,88,551,90
,,496,88,551,93
,,496,88,551,97
,,496,91,551,103
,,496,87,551,98
,,496,90,551,96
,,496,94,551,96
,,496,88,551,102
,,496,97,551,101
,,496,97,551,99
,,496,85,551,96
,,496,82,551,100
,,496,96,551,99
,,496,103,551,92
,,496,86,551,103
,,496,87,551,107
,,496,86,551,95
,,496,94,551,97
,,496,89,551,103
,,496,86,551,95
,,496,94,551,92
,,496,95,551,99
,,496,95,551,94
,,496,94,551,94
,,496,87,551,100
,,496,96,551,102
,,496,99,551,101
,,496,83,551,100
,,496,97,551,97
,,496,96,551,97
,,496,87,551,100
,,496,88,551,96
,,496,94,551,94
,,496,100,551,101
,,496,100,551,101
,,496,99,551,98
,,496,87,551,97
,,496,89,551,99
,,496,92,551,100
,,496,87,551,103
,,496,92,551,96
,,496,84,551,108
,,496,84,551,111
,,496,90,551,95
,,496,91,551,101
,,496,92,551,101
,,496,86,551,96
,,496,96,551,106
,,496,85,551,102
,,496,84,551,100
,,496,95,551,102
,,496,86,551,99
,,495,87,551,98
,,495,94,551,97
,,495,87,551,98
,,495,86,551,98
,,495,90,551,97
,,495,91,551,100
,,495,83,551,97
,,495,84,551,96
,,495,90,551,103
,,495,92,551,98
,,495,95,551,96
,,495,97,551,97
,,495,97,551,102
,,495,89,551,101
,,495,87,551,101
,,495,88,551,99
,,495,92,551,99
,,495,89,551,96
,,495,88,551,97
,,495,98,551,98
,,495,99,551,101
,,495,85,551,98
,,495,89,551,96
,,495,106,551,98
,,495,97,551,103
,,495,84,551,94
,,495,91,551,93
,,495,86,551,105
,,495,86,551,99
,,495,95,551,95
,,495,88,551,101
,,495,89,551,96
,,495,84,551,93
,,495,96,551,97
,,495,100,551,96
,,495,95,551,95
,,495,97,551,100
,,495,93,551,99
,,495,90,551,96
,,495,97,551,102
,,495,93,551,107
,,495,90,551,100
,,495,90,551,97
,,495,90,551,95
,,495,93,551,99
,,495,89,551,98
,,495,93,551,101
,,495,88,551,99
,,495,89,551,97
,,495,99,551,99
,,495,95,551,102
,,495,86,551,98
,,495,95,551,96
,,495,91,551,94
,,495,86,551,93
,,495,96,551,105
,,495,95,551,94
,,495,92,551,93
,,495,92,551,106
,,495,92,551,91
,,495,94,551,95
,,495,95,551,98
,,495,90,551,98
,,495,95,551,99
,,495,89,551,96
,,495,91,551,103
,,495,92,551,95
,,495,94,551,93
,,494,91,551,100
,,494,91,551,92
,,494,93,551,95
,,494,91,551,99
,,494,93,551,101
,,494,91,551,103
,,494,88,551,101
,,494,91,551,100
,,494,91,551,96
,,494,93,551,96
,,494,92,551,97
,,494,97,551,101
,,494,97,551,99
,,494,101,551,101
,,494,92,551,99
,,494,87,551,94
,,494,95,551,100
,,494,94,551,94
,,495,92,551,98
,,495,89,551,98
,,495,90,551,99
,,495,86,551,104
,,495,87,551,100
,,495,94,551,93
,,496,99,551,95
,,496,96,551,104
,,496,96,551,101
,,496,99,551,99
,,496,94,551,96
,,496,90,551,101
,,497,94,551,101
,,496,86,551,94
,,498,94,551,95
,,498,97,551,95
,,498,92,551,103
,,498,94,551,102
,,498,97,551,93
,,499,90,551,101
,,499,92,551,98
,,499,97,551,95
,,499,101,551,98
,,499,99,551,101
,,499,96,551,100
,,499,92,551,95
,,499,98,551,100
,,499,103,551,101
,,498,98,551,92
,,498,95,551,101
,,498,85,551,98
,,498,87,551,95
,,498,94,551,100
,,498,89,551,101
,,498,94,551,97
,,498,90,551,91
,,499,93,551,100
,,498,99,551,103
,,499,96,551,95
,,499,98,551,94
,,500,99,551,99
,,499,91,551,101
,,499,87,551,99
,,499,95,551,94
,,500,93,551,96
,,500,92,551,93
,,500,86,551,95
,,500,90,551,95
,,500,89,551,94
,,500,90,551,99
,,500,94,551,99
,,500,94,551,96
,,501,94,551,103
,,500,92,551,102
,,501,100,551,97
,,501,100,551,92
,,501,96,551,96
,,501,105,551,96
,,501,97,551,93
,,501,86,551,96
,,501,97,551,94
,,501,93,551,97
,,500,94,551,94
,,501,90,551,94
,,501,89,551,95
,,500,94,551,91
,,500,97,551,91
,,500,91,551,104
,,500,93,551,93
,,500,92,551,94
,,500,96,551,97
,,499,97,551,96
,,499,96,551,97
,,499,95,551,100
,,499,84,551,98
,,499,83,551,97
,,499,99,551,95
,,499,94,551,96
,,499,96,551,102
,,499,88,551,99
,,499,93,551,100
,,499,96,551,101
,,499,85,551,95
,,499,90,551,95
,,500,95,551,94
,,500,93,551,95
,,500,99,551,96
,,500,100,551,93
,,501,92,551,94
,,500,93,551,94
,,501,92,551,94
,,501,93,551,95
,,501,89,551,99
,,501,83,551,95
,,501,95,551,92
,,502,95,551,101
,,501,97,551,101
,,502,95,551,99
,,502,95,551,97
,,502,94,551,98
,,503,87,551,95
,,503,90,551,93
,,504,94,551,101
,,505,92,551,105
,,505,99,551,101
,,505,95,551,100
,,505,93,551,98
,,505,95,551,101
,,505,89,551,103
,,505,85,551,99
,,506,89,551,97
,,506,87,551,98
,,506,89,551,103
,,507,92,551,104
,,507,97,551,90
,,508,94,551,99
,,508,94,551,98
,,509,90,551,95
,,508,89,551,98
,,508,94,551,95
,,508,89,551,97
,,508,93,551,100
