Run2_Linear,Run2_ToF
644,107
647,109
655,106
625,105
616,102
613,110
600,108
603,106
599,106
605,107
605,110
599,114
591,101
596,101
570,106
556,102
533,99
528,102
522,102
522,101
522,99
519,100
524,96
515,93
527,97
527,103
524,102
528,104
523,100
528,100
528,101
524,102
524,102
517,100
520,96
517,95
523,98
521,97
523,100
527,106
529,100
528,95
525,96
520,94
521,101
520,98
522,99
523,99
527,97
527,97
527,99
529,102
528,99
529,100
528,97
528,100
528,102
525,97
526,97
526,97
526,102
526,103
525,104
526,101
527,98
527,102
529,101
529,106
530,93
531,94
532,104
533,95
535,98
536,97
536,95
536,102
536,103
536,99
535,97
537,97
536,105
537,106
537,101
537,98
537,98
538,100
539,99
540,102
543,98
543,102
542,105
542,99
543,99
544,101
542,109
542,104
542,102
543,101
543,99
543,98
543,102
543,101
543,102
543,102
542,103
543,102
543,99
543,105
543,104
543,101
543,98
543,101
543,108
543,104
543,100
543,99
543,102
542,103
543,103
543,94
543,94
543,102
543,103
543,104
543,103
543,95
543,95
543,102
543,104
543,103
543,94
543,102
543,103
543,103
544,101
543,101
543,101
543,94
544,100
543,109
543,94
543,97
544,105
544,100
544,100
544,95
543,97
543,95
543,105
544,100
544,98
543,103
543,99
543,98
544,102
543,102
544,96
544,100
543,102
543,100
544,99
544,96
544,101
543,101
544,95
543,99
543,101
543,99
543,97
543,95
543,98
543,106
543,99
544,97
543,94
543,96
542,94
542,101
542,104
542,103
541,97
542,107
540,105
541,94
540,100
538,103
538,99
539,101
539,100
536,101
536,97
538,94
537,99
539,95
541,94
542,94
542,105
543,109
544,99
545,101
545,101
545,104
546,103
545,97
544,95
543,102
544,105
544,104
544,103
543,101
544,104
544,99
544,103
544,103
544,101
544,101
544,99
544,103
544,98
544,97
544,95
544,95
544,96
544,95
544,98
544,96
544,97
543,98
543,107
545,103
543,99
545,105
544,95
544,92
544,103
544,97
544,97
544,94
544,95
544,104
544,102
543,102
543,101
543,96
543,102
543,105
543,101
543,96
543,98
543,101
543,101
543,104
544,101
544,100
544,98
543,99
543,99
543,101
545,102
546,97
546,101
546,100
546,100
550,100
550,99
550,109
550,108
552,105
553,99
556,103
559,106
565,102
571,104
573,97
578,104
573,109
566,105
560,100
562,101
561,100
561,109
561,106
560,102
562,105
561,102
563,102
562,105
563,97
563,96
564,104
564,106
564,102
566,100
569,98
570,104
570,98
570,100
571,109
570,92
570,97
570,109
570,95
570,97
570,101
570,101
570,100
570,96
570,101
570,100
571,103
570,100
570,103
571,101
570,99
570,100
570,103
570,107
570,101
570,101
570,100
570,104
570,100
570,100
571,105
570,107
571,101
570,103
570,102
571,98
571,104
571,101
570,102
571,106
571,100
571,100
571,104
571,108
570,100
571,98
570,103
570,105
570,98
569,100
572,102
569,100
571,102
571,98
570,96
570,98
571,101
571,103
571,96
571,106
571,105
571,102
571,97
571,97
571,100
571,100
571,98
571,99
571,99
571,97
571,100
571,99
571,97
571,104
571,101
571,102
571,103
571,100
571,97
571,102
571,96
571,95
571,103
571,103
570,102
570,107
571,92
571,94
570,102
570,105
572,109
571,95
571,106
571,103
571,100
571,104
570,108
571,104
569,103
571,105
570,95
569,98
569,105
570,99
569,101
569,102
570,99
570,100
569,102
569,99
570,97
570,100
571,99
572,101
576,100
579,99
580,98
582,102
584,108
588,105
593,100
603,98
612,106
624,106
629,105
636,103
639,105
622,111
618,112
622,98
619,102
612,101
614,103
619,106
611,98
610,109
611,109
615,118
617,110
617,86
611,143
619,110
632,103
630,114
635,100
640,100
642,100
637,107
640,105
642,97
628,114
620,100
608,99
609,116
599,95
588,101
598,98
588,100
591,96
586,90
588,104
585,113
579,109
578,114
579,109
579,106
578,104
580,93
584,96
597,101
567,105
566,99
575,99
575,102
567,103
570,100
563,99
530,102
516,102
527,96
526,94
528,97
578,90
621,103
619,105
612,106
615,102
617,103
616,107
630,105
624,104
623,105
627,101
631,98
649,102
656,102
657,100
677,114
665,109
680,107
673,105
672,109
679,108
668,105
662,104
648,104
636,111
610,97
582,98
569,107
578,101
574,100
566,104
556,99
558,102
549,100
545,100
543,94
532,94
546,99
541,100
532,93
547,102
530,103
543,96
542,99
532,100
533,103
539,99
551,97
559,99
558,102
565,101
565,98
567,103
561,102
561,104
554,98
557,100
561,105
563,97
558,97
569,105
555,100
552,93
553,97
551,102
551,100
533,92
514,96
496,99
462,101
469,92
455,93
453,94
425,92
438,95
411,90
400,94
392,91
392,86
382,85
406,90
401,90
408,92
426,87
431,84
440,81
462,83
528,95
565,94
619,102
662,109
661,105
692,108
701,110
723,115
736,104
752,103
753,107
762,107
727,106
655,103
603,99
571,101
523,100
492,97
483,97
475,93
475,91
453,93
466,95
467,95
478,93
489,94
481,92
488,100
490,97
484,95
513,91
526,88
532,100
537,103
541,104
532,100
523,97
542,95
522,100
546,100
542,100
558,105
548,101
560,98
582,99
588,102
586,102
576,100
563,100
522,96
487,106
467,94
437,94
435,96
425,90
386,92
408,96
388,90
395,84
406,84
408,80
475,88
480,90
454,96
466,101
461,87
466,89
479,97
488,97
477,96
466,89
452,95
433,93
436,90
434,94
461,93
478,91
519,94
513,98
517,103
518,99
519,94
522,97
510,97
499,98
476,92
446,93
442,94
442,93
441,94
444,89
436,92
434,92
422,92
418,95
416,95
413,91
412,89
415,92
414,91
413,90
409,92
425,90
448,91
454,94
465,96
487,90
570,93
632,98
660,99
687,102
703,102
712,105
716,107
712,105
734,105
725,107
725,108
693,111
619,104
593,102
551,101
517,100
493,98
450,95
421,99
392,90
370,92
379,89
380,89
404,90
496,87
501,99
526,101
530,90
588,97
616,98
641,102
677,99
689,100
688,108
701,107
704,105
705,106
704,105
701,103
687,102
677,101
660,101
682,102
681,109
681,106
679,99
681,103
664,105
660,105
640,108
636,105
662,102
689,107
703,107
674,110
678,108
684,106
671,105
663,104
688,102
709,102
726,105
757,109
761,111
731,113
716,107
716,100
726,116
749,113
764,113
753,107
756,109
769,116
766,109
761,107
762,117
751,114
742,112
731,108
654,103
599,108
592,107
589,104
584,105
582,104
581,105
556,98
510,100
481,106
405,98
398,95
359,84
368,85
349,88
368,85
361,84
329,82
361,80
305,78
322,85
336,82
292,80
324,86
340,87
346,87
417,90
410,90
403,90
398,93
392,91
404,93
408,90
427,91
439,92
462,89
480,90
500,96
542,95
538,90
545,94
544,95
556,95
563,96
577,98
610,100
611,103
608,101
624,100
631,105
630,100
640,100
667,101
672,103
669,103
662,101
662,100
657,100
674,105
696,99
686,97
682,105
687,107
708,102
726,103
749,105
753,108
746,110
763,105
759,105
773,108
778,114
763,115
768,112
753,108
740,105
710,105
679,113
664,106
669,105
667,107
647,105
593,107
484,110
419,98
363,96
385,96
365,85
349,86
307,89
346,85
327,85
341,84
328,85
334,88
336,86
336,86
332,87
320,85
342,85
377,82
385,88
373,90
394,88
420,90
441,90
472,94
464,95
472,96
466,96
453,95
458,102
452,92
448,96
442,96
453,93
457,92
463,95
467,98
464,93
416,94
389,92
358,90
363,84
357,87
383,87
414,84
434,91
453,91
469,87
487,93
545,96
562,97
640,91
706,100
721,110
744,114
734,123
736,104
761,112
761,115
742,112
763,108
708,108
673,107
631,104
629,102
610,102
599,102
580,101
572,99
554,103
542,101
530,95
519,101
514,97
501,94
452,98
448,94
390,93
393,96
394,88
409,87
417,89
426,89
494,92
510,92
458,98
490,98
490,98
490,97
501,101
511,98
462,91
468,105
441,98
499,79
513,101
499,103
512,95
512,99
516,103
499,95
494,99
519,96
533,92
509,94
552,89
553,95
511,99
528,96
533,94
537,99
528,87
549,109
540,91
545,108
584,91
572,98
544,100
589,106
554,107
573,113
600,103
588,97
574,104
547,107
554,105
514,101
517,91
432,96
449,102
448,98
478,99
482,89
469,90
474,93
474,94
475,93
297,93
422,91
391,92
482,84
471,90
465,90
468,97
416,94
374,93
377,88
410,88
431,90
433,94
420,89
406,89
423,93
429,90
460,93
521,96
531,94
557,96
667,100
706,103
708,102
703,107
701,104
711,101
713,107
701,114
684,110
678,110
658,111
660,110
656,103
661,108
665,109
659,110
673,110
653,105
636,106
632,98
647,103
637,111
642,105
646,106
640,97
614,111
586,107
566,106
557,102
544,97
540,101
536,99
546,99
582,93
640,98
674,104
683,112
685,107
683,105
696,106
700,103
709,104
707,110
677,102
619,113
549,102
503,100
517,104
471,106
487,102
464,104
471,98
472,92
477,92
495,90
496,91
493,91
502,93
504,99
504,97
512,99
529,96
557,99
577,99
601,104
636,105
639,103
654,108
704,105
737,111
759,107
764,105
762,112
742,118
722,123
705,112
685,110
665,109
676,106
674,104
627,110
641,120
612,111
615,107
585,106
563,107
559,112
576,106
524,98
506,100
478,102
457,95
401,95
353,96
352,86
326,82
342,87
351,86
361,87
354,87
396,87
338,89
350,94
348,92
338,84
355,84
350,83
366,85
352,88
352,85
356,85
352,81
377,80
361,86
367,89
418,86
402,85
498,93
566,93
626,93
652,96
682,102
702,113
713,108
719,110
734,107
760,106
759,106
733,105
682,109
620,109
599,103
564,103
543,106
514,104
502,97
484,101
482,99
480,94
489,94
472,91
473,103
466,105
466,97
517,96
513,91
536,97
587,98
637,98
634,107
632,104
591,101
596,99
610,97
646,107
656,104
698,102
677,108
631,106
548,105
511,105
459,98
450,98
388,94
403,93
336,93
366,87
342,85
368,85
476,89
435,93
444,93
440,95
410,92
425,95
411,96
414,90
466,91
471,91
452,95
457,95
419,100
510,102
431,90
493,94
467,94
483,92
484,96
466,100
467,98
465,96
474,95
527,97
532,101
519,99
512,101
513,98
506,99
470,99
445,96
438,99
432,95
434,88
430,91
407,94
398,93
381,94
372,90
367,89
375,91
388,86
432,85
477,91
547,96
606,97
608,97
632,99
683,100
701,101
718,105
718,105
720,110
725,103
700,104
600,117
551,108
504,105
500,97
498,94
466,92
467,97
462,96
450,94
448,102
448,98
465,93
472,97
530,93
585,93
633,97
644,101
655,99
682,103
697,107
696,106
701,104
699,103
703,104
700,109
698,105
697,107
689,102
681,103
677,104
688,109
688,100
690,98
687,108
676,107
680,106
697,102
708,110
723,110
711,107
699,109
682,107
699,107
698,104
720,103
744,103
781,109
798,111
786,113
761,121
767,121
727,115
749,108
785,112
780,115
774,113
785,115
781,123
772,104
781,108
771,113
769,111
752,111
707,106
618,111
602,112
595,107
558,107
501,103
474,96
468,97
470,96
426,93
407,94
375,91
370,89
366,88
371,86
377,85
373,89
381,91
368,85
361,82
370,85
349,93
388,89
363,84
357,90
395,91
444,86
385,88
407,94
397,93
389,86
422,88
441,88
447,93
462,93
481,94
482,99
481,101
496,94
534,103
553,102
621,95
646,103
637,104
630,102
621,99
632,100
623,101
623,96
613,98
614,97
593,99
616,101
628,97
644,99
643,102
643,101
642,102
648,101
653,97
662,98
694,99
724,99
746,105
760,106
759,107
780,109
778,109
784,113
781,112
771,109
763,114
770,117
759,118
734,115
698,110
662,109
624,110
589,101
541,101
501,105
451,99
430,94
401,95
406,97
388,96
377,92
328,92
357,85
337,87
345,87
347,89
344,86
349,87
355,88
375,86
356,89
356,89
364,88
351,90
352,88
359,88
371,88
382,91
381,86
408,87
418,92
403,87
416,88
467,90
485,90
486,96
471,94
496,95
492,96
473,97
484,95
490,95
436,95
433,95
441,96
425,97
421,99
480,92
511,90
505,95
526,99
534,98
554,98
607,100
673,104
696,104
719,103
721,107
725,106
744,106
745,110
742,112
750,113
682,110
640,113
601,110
595,109
577,107
563,105
535,100
537,95
519,99
514,99
500,98
480,99
434,102
425,99
383,97
382,90
423,89
423,91
393,90
425,88
450,87
446,90
448,92
324,95
442,92
445,90
457,96
529,96
475,93
430,100
443,94
474,89
461,91
470,89
479,92
493,98
484,90
487,96
490,95
466,99
493,90
484,93
491,98
495,99
486,97
488,94
527,98
505,93
502,89
510,98
507,104
520,102
502,91
513,94
512,112
503,96
525,98
502,89
515,101
496,98
519,108
479,94
488,100
490,93
489,95
507,96
489,98
502,99
502,95
502,99
521,98
506,97
523,94
500,94
509,97
492,96
508,100
509,99
525,97
516,102
506,100
524,97
520,97
518,97
521,106
526,102
521,94
513,106
516,105
515,95
520,103
524,101
521,99
559,109
552,104
549,105
542,107
548,102
552,98
552,98
549,100
545,103
544,97
548,104
528,104
510,104
507,102
501,96
492,102
550,103
511,98
545,107
526,103
514,98
554,106
553,107
558,103
552,104
550,102
540,104
548,100
542,100
540,109
546,108
528,109
519,102
534,102
546,100
532,97
539,101
534,99
520,101
522,98
523,97
513,101
519,97
535,101
532,102
534,100
535,102
552,101
627,97
649,96
668,102
652,101
644,101
650,101
648,100
661,103
656,104
657,103
660,105
637,106
615,105
609,103
605,108
604,106
604,102
603,102
596,105
600,108
598,104
601,103
603,106
597,103
607,105
609,107
598,112
602,102
586,107
582,102
578,109
577,99
587,97
578,110
591,106
584,105
587,111
597,105
590,106
595,109
590,105
596,104
588,102
592,101
596,106
591,111
596,98
582,98
597,114
591,101
599,107
600,109
596,106
610,108
614,103
621,104
619,109
614,111
613,98
609,108
617,111
613,104
619,109
621,106
624,103
623,119
615,109
606,116
596,102
582,109
554,106
549,106
550,96
544,101
546,97
548,91
530,96
533,102
535,100
543,95
533,98
552,101
541,104
537,105
537,99
525,106
525,105
526,99
520,96
535,100
534,99
531,104
538,104
543,96
547,109
550,107
553,99
556,111
557,103
547,96
555,103
554,101
551,99
568,97
565,94
571,104
592,107
584,105
592,99
591,107
582,105
593,103
592,105
581,106
592,102
592,107
587,106
597,99
593,104
582,108
588,102
580,94
578,95
585,106
591,111
570,106
569,105
573,106
574,107
571,103
565,101
575,100
564,104
558,102
571,103
558,99
548,100
561,101
546,103
551,103
567,107
556,106
559,96
562,101
559,107
556,106
553,107
565,106
564,107
552,104
565,99
554,100
544,103
545,104
543,99
552,100
539,99
542,101
552,96
545,97
562,104
541,101
537,96
548,101
536,100
544,98
540,102
531,103
534,95
523,100
529,103
518,100
518,99
513,99
499,99
501,99
497,101
485,97
493,98
489,100
469,97
479,94
473,98
474,96
476,92
479,95
480,90
483,103
481,105
486,94
489,91
486,91
490,97
493,92
499,96
526,92
538,91
540,101
540,97
545,99
553,103
569,106
593,107
589,99
592,109
592,107
595,106
594,102
613,101
615,107
622,110
624,116
621,109
621,103
615,98
596,97
584,108
565,105
533,102
523,103
520,99
519,101
517,102
518,98
519,99
518,98
514,97
524,98
522,104
520,109
525,103
522,92
528,93
528,100
523,99
525,98
524,97
514,97
529,99
526,104
524,104
539,98
537,95
543,100
549,98
550,99
558,101
552,101
551,98
544,100
543,102
552,102
541,106
538,104
563,102
557,102
548,102
560,104
555,97
547,104
553,103
550,98
557,100
570,100
570,102
570,104
570,112
566,96
560,97
559,102
545,95
542,93
542,96
542,104
532,101
537,104
537,102
517,97
511,97
509,105
503,94
494,91
496,102
510,98
505,90
501,96
513,98
508,96
505,94
507,99
500,95
490,99
494,104
492,97
498,95
492,104
499,102
489,96
494,92
498,104
497,102
499,99
499,94
491,98
485,97
476,97
451,96
459,99
475,93
482,93
505,94
543,92
533,95
524,99
551,104
534,102
535,106
534,98
525,101
510,106
517,97
522,93
517,95
523,100
514,103
513,103
524,100
519,98
522,103
523,97
527,95
522,103
513,99
526,100
519,99
524,97
529,95
524,97
527,99
528,102
527,99
527,99
528,101
531,97
531,100
529,101
530,99
528,102
527,101
535,99
533,101
523,103
517,100
519,101
513,100
515,101
517,98
515,96
513,95
512,98
513,96
507,96
510,99
512,93
516,94
523,97
516,93
508,98
504,97
504,95
521,93
538,92
545,100
554,98
584,94
588,97
583,98
588,92
590,97
591,100
595,100
601,105
607,105
605,102
613,102
624,101
614,100
615,103
601,104
573,104
564,101
555,102
541,104
520,99
510,100
512,100
507,100
507,99
510,101
507,95
506,99
511,101
507,96
499,96
502,96
511,100
494,103
496,93
504,91
500,93
503,96
529,96
544,95
550,96
549,99
561,101
564,98
563,99
568,98
579,99
585,96
586,93
588,100
586,103
585,100
590,103
582,100
574,100
583,102
580,96
579,97
592,97
584,100
582,102
589,98
575,97
573,101
578,100
560,104
573,102
575,97
565,101
586,100
588,101
575,100
587,99
568,102
571,101
580,104
574,102
576,98
575,100
570,96
578,105
578,108
581,100
586,103
592,102
596,104
606,101
596,97
580,97
588,103
581,104
580,107
595,102
589,101
587,98
591,103
576,104
591,104
596,104
603,105
619,103
670,104
678,110
672,105
679,104
674,109
656,115
662,109
650,109
630,105
643,102
642,104
646,106
640,101
618,111
626,113
628,103
624,103
633,104
623,107
622,104
632,102
624,107
628,113
631,114
614,106
617,101
607,101
587,109
595,101
586,104
592,106
565,100
545,104
542,105
519,94
528,91
517,95
519,100
519,99
504,99
501,96
459,99
464,98
468,94
464,102
476,98
457,93
459,93
469,98
460,95
464,87
487,96
468,98
485,94
471,97
455,92
456,97
450,94
458,92
449,98
459,100
459,98
458,94
458,90
469,91
461,95
504,98
505,99
473,99
481,98
475,97
469,98
475,103
474,98
482,98
487,99
490,100
482,104
489,102
488,91
498,92
506,92
508,93
508,95
525,93
531,95
533,98
537,96
536,96
544,97
539,96
548,97
539,98
546,97
548,98
549,99
546,97
553,96
564,97
560,104
568,96
559,97
561,101
556,96
557,98
559,101
552,98
567,99
560,97
564,98
564,100
554,94
570,98
574,102
580,99
586,99
580,101
584,101
572,99
581,98
587,100
592,99
594,100
595,101
593,99
592,99
616,99
619,100
618,98
618,104
614,104
639,107
645,108
650,104
652,103
644,109
655,98
641,101
638,116
638,109
632,105
629,104
605,106
608,107
589,103
583,101
570,104
564,106
559,101
545,102
555,106
530,99
526,98
520,93
519,104
516,104
496,95
504,107
492,101
496,93
496,103
476,102
495,96
484,94
457,96
466,100
471,94
450,94
468,97
470,96
468,100
467,94
461,94
471,96
467,97
463,99
479,98
474,93
470,95
479,97
479,94
482,93
488,98
482,93
486,92
489,93
486,94
490,93
490,95
494,96
493,92
494,95
503,97
497,97
498,91
504,92
493,95
493,93
489,98
488,96
502,99
494,99
496,97
503,98
503,96
503,100
502,99
496,97
503,96
502,91
502,96
503,97
498,100
498,97
500,96
499,98
500,98
501,99
507,102
510,100
507,101
506,101
507,100
513,102
513,103
512,104
513,96
511,93
512,94
524,92
528,92
532,113
531,92
529,92
529,99
526,103
527,102
527,98
526,90
528,88
527,105
531,104
525,97
521,107
518,83
521,108
520,93
516,104
515,100
514,89
516,109
514,102
514,108
517,97
518,95
517,104
520,98
518,96
513,100
515,99
513,96
507,97
508,99
507,97
506,95
501,100
501,93
502,91
501,95
509,97
519,99
520,95
539,96
532,90
527,96
525,102
530,93
518,93
508,101
501,100
514,96
507,99
502,94
516,94
553,92
584,90
603,93
598,105
591,106
578,105
563,105
545,102
544,100
546,99
548,96
546,99
547,106
549,100
550,101
557,103
557,100
560,95
561,98
562,106
561,108
561,109
559,103
559,103
559,103
560,104
560,107
559,105
558,96
558,98
557,97
556,97
554,99
553,103
553,99
551,101
549,100
548,94
548,99
548,98
549,99
550,105
550,100
550,100
551,97
551,99
551,100
551,99
551,103
551,107
551,96
551,94
552,98
551,100
551,97
551,97
551,103
551,107
551,103
551,95
551,96
551,99
551,103
551,106
551,93
551,94
551,102
551,101
551,103
551,103
551,105
551,102
551,108
551,105
551,96
551,98
551,103
551,100
551,92
551,96
551,99
551,99
551,101
551,105
551,104
551,102
551,100
551,101
551,97
551,97
551,95
551,100
551,105
551,95
551,98
551,102
551,99
551,100
551,98
551,100
551,100
551,99
551,103
551,103
551,100
551,98
551,96
551,100
551,104
551,100
551,100
551,97
551,97
551,94
551,104
551,106
551,102
551,108
551,107
551,100
551,100
551,99
551,104
551,105
551,98
551,97
551,98
551,96
551,96
551,102
551,101
551,95
551,99
551,99
551,98
551,103
551,102
551,97
551,95
551,97
551,97
551,100
551,100
551,104
551,96
551,94
551,110
551,110
551,96
551,107
551,100
551,99
551,98
551,97
551,99
551,104
551,107
551,102
551,100
551,99
551,96
551,96
551,99
551,99
551,101
551,100
551,108
551,105
551,100
551,98
551,104
551,103
551,102
551,108
551,104
551,100
551,99
551,99
551,102
551,93
551,92
551,103
551,103
551,103
551,98
551,102
551,99
551,93
551,102
551,105
551,100
551,95
551,101
551,101
551,98
551,102
551,97
551,97
551,97
551,94
551,104
551,103
551,102
551,104
551,100
551,96
551,103
551,102
551,101
551,98
551,97
551,99
551,100
551,96
551,98
551,99
551,101
551,100
551,96
551,100
551,99
551,95
551,98
551,97
551,100
551,96
551,106
551,99
551,94
551,98
551,97
551,98
551,98
551,99
551,99
551,99
551,103
551,105
551,96
551,99
551,104
551,95
551,95
551,96
551,94
551,93
551,104
551,96
551,99
551,101
551,95
551,97
551,99
551,91
551,96
551,96
551,100
551,102
551,95
551,90
551,89
551,100
551,96
551,94
551,101
551,99
551,99
551,99
551,97
551,94
551,104
551,106
551,93
551,102
551,101
551,97
551,102
551,106
551,103
551,90
551,102
551,103
551,94
551,95
551,97
551,94
551,88
551,103
551,102
551,99
551,102
551,99
551,100
551,105
551,103
551,104
551,103
551,99
551,97
551,100
551,109
551,107
551,103
551,97
551,95
551,96
551,99
551,102
551,103
551,99
551,99
551,101
551,100
551,96
551,101
551,96
551,94
551,97
551,93
551,95
551,108
551,97
551,96
551,100
551,94
551,95
551,103
551,97
551,98
551,99
551,98
551,98
551,99
551,99
551,97
551,96
551,97
551,101
551,102
551,99
551,97
551,99
551,95
551,98
551,98
551,96
551,94
551,92
551,96
551,99
551,99
551,101
551,96
551,105
551,101
551,100
551,102
551,99
551,99
551,100
551,100
551,99
551,103
551,105
551,101
551,99
551,99
551,97
551,102
551,105
551,99
551,95
551,93
551,102
551,98
551,93
551,99
551,103
551,101
551,96
551,102
551,102
551,95
551,91
551,97
551,100
551,98
551,96
551,103
551,103
551,104
551,101
551,94
551,96
551,99
551,102
551,95
551,105
551,109
551,99
551,96
551,99
551,102
551,98
551,97
551,99
551,96
551,102
551,98
551,101
551,105
551,103
551,99
551,94
551,97
551,101
551,106
551,107
551,94
551,94
551,89
551,98
551,103
551,104
551,95
551,95
551,98
551,95
551,101
551,98
551,101
551,98
551,96
551,100
551,102
551,105
551,105
551,102
551,102
551,101
551,93
551,98
551,101
551,94
551,101
551,103
551,101
551,103
551,108
551,112
551,101
551,103
551,101
551,102
551,108
551,106
551,93
551,98
551,102
551,101
551,106
551,99
551,104
551,99
551,97
551,101
551,103
551,106
551,101
551,99
551,102
551,101
551,100
551,97
551,95
551,108
551,106
551,105
551,109
551,105
551,98
551,103
551,98
551,98
551,96
551,97
551,102
551,93
551,95
551,103
551,106
551,104
551,98
551,105
551,101
551,94
551,105
551,104
551,93
551,107
551,110
551,97
551,103
551,105
551,99
551,103
551,99
551,100
551,101
551,100
551,98
551,104
551,102
551,92
551,111
551,108
551,103
551,109
551,103
551,101
551,102
551,95
551,95
551,103
551,100
551,102
551,102
551,106
551,105
551,103
551,108
551,102
551,97
551,97
551,102
551,111
551,110
551,107
551,107
551,98
551,105
551,99
551,96
551,99
551,108
551,105
551,103
551,101
551,95
551,99
551,103
551,98
551,97
551,96
551,99
551,103
551,103
551,107
551,95
551,103
551,101
551,105
551,113
551,105
551,98
551,105
551,105
551,100
551,99
551,94
551,101
551,94
551,89
551,103
551,107
551,104
551,102
551,104
551,101
551,98
551,96
551,98
551,101
551,97
551,98
551,97
551,102
551,105
551,98
551,107
551,102
551,101
551,101
551,97
551,106
551,109
551,101
551,101
551,108
551,106
551,95
551,95
551,97
551,97
551,99
551,98
551,99
551,101
551,104
551,98
551,94
551,97
551,98
551,97
551,105
551,98
551,96
551,93
551,101
551,106
551,97
551,104
551,98
551,91
551,99
551,100
551,97
551,99
551,99
551,96
551,103
551,102
551,99
551,96
551,95
551,100
551,100
551,95
551,99
551,91
551,92
551,107
551,97
551,98
551,104
551,107
551,108
551,101
551,101
551,99
551,96
551,99
551,99
551,97
551,106
551,104
551,106
551,100
551,97
551,97
551,102
551,99
551,104
551,108
551,107
551,98
551,99
551,104
551,99
551,98
551,102
551,96
551,102
551,101
551,96
551,100
551,101
551,102
551,105
551,94
551,99
551,99
551,99
551,101
551,98
551,101
551,102
551,101
551,98
551,105
551,108
551,103
551,102
551,100
551,103
551,108
551,109
551,104
551,101
551,101
551,103
551,95
551,104
551,102
551,94
551,89
551,91
551,100
551,105
551,101
551,104
551,107
551,106
551,100
551,97
551,95
551,101
551,102
551,104
551,100
551,101
551,96
551,98
551,102
551,100
551,103
551,101
551,98
551,101
551,96
551,94
551,99
551,99
551,96
551,104
551,105
551,103
551,101
551,96
551,97
551,104
551,104
551,108
551,98
551,106
551,103
551,97
551,106
551,102
551,98
551,97
551,101
551,98
551,97
551,109
551,96
551,99
551,98
551,106
551,105
551,98
551,95
551,95
551,96
551,92
551,95
551,98
551,99
551,96
551,92
551,97
551,97
551,95
551,97
551,99
551,100
551,97
551,99
551,97
551,95
551,92
551,91
551,94
551,93
551,92
551,93
551,95
551,97
551,95
551,92
551,92
551,94
551,94
551,94
551,95
551,95
551,96
551,95
551,93
551,94
551,93
551,93
551,92
551,93
551,96
551,92
551,91
551,94
551,95
551,94
551,94
551,96
551,93
551,92
551,94
551,93
551,95
551,96
551,95
551,102
551,97
551,95
551,94
551,96
551,103
551,105
551,96
551,97
551,102
551,99
551,99
551,96
551,102
551,104
551,106
551,97
551,97
551,98
551,96
551,98
551,100
551,99
551,94
551,100
551,105
551,104
551,99
551,95
551,105
551,94
551,98
551,99
551,100
551,105
551,99
551,103
551,104
551,94
551,105
551,102
551,106
551,101
551,95
551,96
551,102
551,99
551,103
551,102
551,101
551,100
551,105
551,101
551,99
551,101
551,97
551,93
551,101
551,105
551,107
551,106
551,110
551,107
551,101
551,99
551,100
551,104
551,105
551,103
551,99
551,97
551,97
551,93
551,94
551,104
551,102
551,99
551,102
551,106
551,101
551,97
551,101
551,101
551,103
551,100
551,103
551,105
551,106
551,102
551,104
551,100
551,94
551,97
551,95
551,99
551,108
551,103
551,100
551,100
551,101
551,99
551,97
551,101
551,96
551,95
551,97
551,100
551,99
551,94
551,96
551,98
551,99
551,102
551,102
551,94
551,97
551,100
551,105
551,101
551,106
551,97
551,96
551,101
551,100
551,103
551,104
551,100
551,103
551,101
551,96
551,102
551,105
551,96
551,94
551,96
551,102
551,97
551,98
551,96
551,95
551,93
551,97
551,98
551,97
551,100
551,99
551,96
551,97
551,98
551,95
551,96
551,100
551,100
551,99
551,103
551,92
551,94
551,101
551,102
551,103
551,101
551,102
551,96
551,104
551,93
551,94
551,99
551,101
551,98
551,105
551,94
551,95
551,99
551,100
551,103
551,97
551,97
551,98
551,101
551,99
551,103
551,104
551,103
551,102
551,101
551,90
551,98
551,106
551,93
551,92
551,98
551,102
551,99
551,94
551,99
551,101
551,99
551,100
551,101
551,98
551,96
551,100
551,102
551,101
551,100
551,94
551,96
551,99
551,104
551,104
551,106
551,106
551,97
551,97
551,99
551,95
551,97
551,103
551,98
551,103
551,102
551,97
551,105
551,101
551,102
551,101
551,94
551,94
551,99
551,107
551,99
551,99
551,101
551,101
551,102
551,97
551,100
551,103
551,101
551,95
551,97
551,94
551,98
551,102
551,103
551,98
551,97
551,102
551,91
551,96
551,103
551,94
551,100
551,102
551,94
551,105
551,97
551,103
551,103
551,105
551,107
551,103
551,105
551,107
551,103
551,99
551,97
551,101
551,100
551,106
551,109
551,98
551,96
551,96
551,102
551,98
551,96
551,101
551,97
551,100
551,99
551,97
551,98
551,105
551,99
551,97
551,103
551,102
551,97
551,99
551,98
551,101
551,101
551,105
551,93
551,103
551,107
551,98
551,101
551,99
551,99
551,98
551,98
551,93
551,96
551,101
551,103
551,102
551,107
551,94
551,93
551,101
551,100
551,109
551,107
551,100
551,104
551,98
551,103
551,95
551,103
551,98
551,93
551,95
551,101
551,97
551,97
551,100
551,104
551,102
551,97
551,103
551,101
551,96
551,97
551,99
551,94
551,100
551,105
551,102
551,94
551,93
551,97
551,95
551,98
551,100
551,97
551,97
551,95
551,94
551,95
551,97
551,99
551,94
551,98
551,95
551,94
551,98
551,100
551,106
551,96
551,95
551,100
551,94
