Run2_Linear,Run2_ToF
643,104
643,103
643,100
643,101
643,102
643,103
643,105
643,103
643,101
643,103
643,103
643,102
643,102
643,105
643,104
643,103
643,102
643,101
643,100
643,103
643,102
643,102
643,105
643,103
643,101
643,102
643,103
643,103
643,103
643,102
643,101
643,100
643,99
643,101
643,105
643,105
643,103
643,101
643,102
643,102
643,106
643,105
643,103
643,101
643,103
643,102
643,99
643,100
643,102
643,102
643,104
643,103
643,99
643,100
643,102
643,103
643,102
643,101
643,101
643,101
643,104
643,102
643,103
643,105
643,106
643,104
643,102
643,101
643,101
643,100
643,106
643,104
643,104
643,105
643,104
643,101
643,102
643,104
643,102
643,104
643,106
643,105
643,102
643,104
643,104
643,103
643,104
643,104
643,103
643,102
643,102
643,102
643,102
643,102
643,101
643,103
643,102
643,101
643,101
643,102
643,104
643,102
643,100
643,101
643,100
643,104
643,105
643,101
643,101
643,101
643,104
643,102
643,100
643,102
643,104
643,103
643,102
643,103
643,104
643,102
643,100
643,100
643,102
643,100
643,100
643,101
643,101
643,102
643,102
643,100
643,100
643,103
643,101
643,101
643,101
643,100
643,101
643,106
643,102
643,100
643,102
643,100
643,105
643,102
643,101
643,102
643,104
643,100
643,97
643,101
643,103
643,101
643,101
643,101
643,101
643,101
643,101
643,99
643,99
643,103
643,103
643,102
643,101
643,100
643,101
643,102
643,101
643,102
643,102
643,104
643,105
643,102
643,104
643,105
643,102
643,100
643,100
643,101
643,101
643,100
643,104
643,104
643,99
643,99
643,106
643,102
643,103
643,103
643,100
643,100
643,102
643,100
643,104
643,100
643,102
643,102
643,105
643,101
643,100
643,102
643,102
643,102
643,102
643,100
643,101
643,101
643,101
643,101
643,102
643,101
643,101
643,101
643,99
643,100
643,103
643,103
643,101
643,103
643,100
643,100
643,102
643,101
643,101
643,101
643,104
643,103
643,101
643,98
643,99
643,102
643,101
643,103
643,102
643,102
643,103
643,102
643,100
643,101
643,101
643,100
643,104
643,103
642,98
642,102
642,103
642,101
642,103
642,103
643,104
642,102
642,101
642,101
642,104
642,103
642,101
642,102
643,102
643,103
642,101
642,99
642,99
642,99
642,99
642,102
642,104
642,102
642,103
642,103
642,104
642,101
642,105
642,102
643,100
642,101
642,101
642,100
642,102
642,103
642,104
642,103
642,102
642,100
642,99
642,101
642,105
642,100
642,100
642,104
642,103
642,101
643,102
643,103
643,101
642,100
643,104
643,100
642,98
643,100
642,100
643,100
643,100
643,99
643,101
642,102
643,99
642,101
643,100
643,101
643,102
643,104
642,101
643,101
643,100
642,101
643,102
643,98
643,100
643,99
643,100
642,101
642,100
643,99
642,106
643,106
643,103
642,100
642,101
642,102
642,104
642,102
642,100
642,102
642,100
642,100
642,100
642,100
642,99
642,100
641,100
641,101
641,103
641,102
641,103
641,102
641,103
641,100
641,99
641,101
641,97
641,102
641,102
641,98
641,103
641,102
641,97
641,99
641,101
641,101
641,98
641,99
641,102
641,99
641,100
641,102
641,103
641,101
641,101
641,100
641,100
641,100
641,101
641,101
641,102
641,101
641,99
641,99
641,101
641,99
641,100
641,100
641,99
641,100
641,101
641,100
641,101
641,102
641,99
641,100
641,102
641,99
641,100
641,101
641,103
641,103
641,100
641,102
641,103
641,100
641,103
641,100
641,97
641,103
641,102
641,99
641,101
641,103
641,101
641,103
641,100
641,100
641,99
641,100
641,103
641,101
641,99
641,101
641,100
641,99
641,103
641,104
641,100
641,102
641,104
641,100
641,101
641,104
641,102
641,100
641,102
641,99
640,99
640,98
640,99
640,104
640,102
639,102
639,102
638,99
637,98
637,99
636,101
636,100
636,100
636,102
636,100
636,100
636,102
636,101
636,101
635,98
636,98
636,101
635,99
635,100
635,102
635,101
635,98
635,99
634,100
634,101
634,100
634,100
634,100
634,100
634,102
634,103
634,101
634,102
634,102
634,99
634,99
634,100
634,98
634,100
634,99
633,101
633,101
633,103
633,100
633,99
632,101
632,102
632,101
631,100
631,99
631,101
631,101
631,103
630,99
628,97
627,101
627,101
627,101
627,102
627,101
627,100
626,97
626,99
626,100
626,101
626,100
626,99
626,101
626,99
626,98
626,99
626,99
626,99
626,101
626,98
626,99
626,97
626,101
626,101
626,97
626,101
626,101
626,100
626,101
626,102
626,99
626,101
626,104
626,100
626,98
626,97
626,100
626,101
626,100
626,99
626,102
626,102
626,98
626,99
626,99
626,98
626,98
626,98
626,100
626,99
626,98
626,101
626,97
626,99
626,100
626,99
626,100
626,101
626,100
626,102
626,98
626,102
625,98
626,98
626,101
625,101
626,97
626,100
626,101
626,101
626,99
626,100
626,100
625,101
625,101
626,100
625,102
626,100
625,100
625,98
625,97
625,100
625,98
625,97
626,100
625,99
625,98
625,102
626,100
626,100
626,100
625,100
625,99
626,100
626,102
626,100
625,100
625,102
625,100
625,101
625,99
625,98
625,99
625,98
625,99
623,102
622,101
621,99
621,97
620,102
620,99
620,98
620,100
620,100
620,98
620,98
620,100
620,102
620,98
620,98
619,102
620,103
619,98
619,105
619,102
619,100
618,100
618,99
618,99
617,99
617,100
617,101
617,102
617,99
616,100
614,99
613,98
611,100
610,97
609,99
609,104
608,102
608,102
608,98
608,98
608,97
608,98
608,96
607,95
606,100
604,100
603,100
603,97
603,99
603,99
603,97
603,99
602,98
602,98
602,98
602,96
602,95
602,98
603,98
603,97
602,102
602,102
602,97
601,100
601,101
601,98
601,99
600,99
599,100
598,103
597,99
596,102
593,103
593,99
592,100
592,97
591,98
591,97
591,96
591,98
591,99
592,98
591,97
592,96
592,96
592,98
592,99
592,100
592,101
591,99
592,98
592,100
592,99
592,100
592,99
592,99
592,99
591,95
591,97
591,98
592,98
591,96
591,98
591,99
591,99
591,99
589,98
589,98
589,96
589,98
589,96
589,98
589,95
590,95
590,97
589,98
589,97
589,97
589,97
590,98
589,96
590,96
590,98
590,96
590,97
590,97
590,96
591,97
591,99
592,98
593,98
592,100
592,95
592,94
592,102
592,96
592,99
592,98
592,98
591,98
591,97
591,99
591,98
591,96
591,98
591,97
591,97
591,99
591,99
591,98
591,98
591,95
591,99
591,99
591,100
591,99
591,97
591,101
591,98
591,96
591,97
591,99
591,98
591,98
591,98
590,97
590,100
590,99
590,98
589,98
589,99
590,97
590,102
591,101
591,96
591,98
591,96
591,98
590,97
590,98
590,98
590,99
590,100
590,112
590,98
590,97
590,102
589,98
589,100
588,95
588,103
588,101
588,95
588,103
589,101
589,102
588,100
588,101
588,104
588,108
587,107
587,101
587,97
588,99
588,111
588,101
588,108
589,109
589,107
588,109
588,100
588,96
588,101
589,105
589,98
588,96
588,98
588,99
588,96
588,99
588,93
588,93
588,105
588,106
588,104
588,100
588,108
588,105
589,101
589,94
589,95
587,100
588,102
587,103
586,106
587,104
587,100
587,101
588,106
588,101
587,99
588,102
588,107
588,107
588,109
588,108
588,98
588,100
588,102
588,102
587,105
587,103
588,100
587,106
587,109
589,109
588,103
588,100
589,101
589,99
589,100
590,99
589,105
588,105
591,102
590,112
590,102
591,102
590,103
590,103
590,105
589,96
589,108
589,101
588,105
588,112
588,102
587,104
588,102
587,98
588,101
589,103
587,106
588,102
587,101
587,107
587,113
588,100
587,102
588,98
588,107
588,110
588,99
588,101
587,102
588,104
587,104
589,106
588,99
586,101
588,101
587,102
586,105
587,102
587,104
586,112
587,107
587,95
587,101
588,103
586,103
586,100
588,98
586,105
587,105
587,108
587,108
587,100
586,100
586,103
587,102
586,101
587,108
585,99
584,100
585,112
582,99
584,94
582,105
582,102
583,104
582,106
582,100
585,100
582,101
582,100
583,100
582,100
583,107
585,103
583,101
586,102
584,109
585,111
584,95
585,103
582,105
584,97
581,95
582,94
581,101
581,100
582,103
582,112
582,105
582,100
583,106
581,103
582,102
583,103
582,100
583,97
584,98
580,98
580,97
580,102
580,103
580,108
579,102
579,105
578,104
578,110
578,106
578,101
578,105
580,99
578,100
579,103
580,105
580,102
579,102
579,99
580,103
579,104
580,102
579,101
580,92
580,104
579,102
579,95
580,101
580,99
580,99
580,101
581,100
581,99
581,103
581,105
581,105
582,101
582,105
582,110
582,92
582,94
582,101
582,95
581,96
581,106
581,105
580,100
579,105
580,103
581,104
581,100
581,99
580,102
581,95
581,102
581,102
580,99
580,96
580,97
580,103
580,99
580,102
580,102
579,100
581,102
579,111
579,102
578,102
579,108
580,105
576,104
575,104
575,102
577,97
578,102
577,106
577,98
576,97
577,110
576,106
578,102
576,99
577,98
577,100
577,102
579,104
578,104
578,106
577,104
577,105
577,102
578,101
578,104
578,106
578,101
577,104
577,102
580,103
579,106
581,102
580,97
581,98
581,105
581,103
580,102
579,101
579,106
579,104
577,99
577,107
576,108
576,100
575,101
576,103
576,104
576,100
576,99
574,101
574,104
574,100
574,96
573,103
573,98
574,99
575,100
578,104
578,101
577,94
579,100
580,97
579,97
576,101
576,98
576,97
573,97
572,97
572,98
572,98
574,94
574,94
571,100
576,94
579,96
582,99
581,101
581,102
583,101
585,99
584,98
584,99
586,101
586,99
586,99
587,101
588,99
587,98
586,99
586,98
586,100
586,102
586,104
587,103
586,101
582,100
580,103
580,95
576,97
576,102
575,92
572,98
572,101
573,101
573,103
573,107
573,103
574,102
574,96
574,106
574,105
573,104
573,103
572,102
572,99
572,98
572,98
572,106
573,100
573,102
573,97
573,104
573,105
573,98
573,100
573,101
573,100
573,99
573,96
573,97
573,99
573,99
573,100
573,103
573,103
573,106
573,102
573,99
573,98
573,100
573,95
573,101
573,99
573,101
573,99
573,103
573,101
573,95
573,100
573,99
573,106
573,105
573,103
573,97
573,98
573,101
573,105
573,102
573,100
573,105
573,101
573,99
573,104
573,101
573,100
573,101
573,102
573,102
573,105
573,103
573,103
573,101
573,99
573,102
572,104
573,101
573,99
573,100
573,106
573,101
573,95
573,103
573,102
573,99
573,100
573,98
573,97
573,100
573,97
573,106
573,101
573,101
573,106
573,104
573,103
573,104
573,100
573,101
573,99
573,98
573,99
573,102
573,99
573,98
573,97
573,102
573,107
573,104
573,99
573,99
573,101
573,99
573,97
573,99
573,101
573,100
573,101
573,101
573,101
573,100
573,103
573,106
573,107
573,104
573,105
573,107
573,104
573,103
573,106
573,102
573,100
573,102
573,102
573,102
573,104
573,102
573,99
573,99
573,97
573,99
573,99
573,99
573,101
573,104
573,105
573,104
573,108
573,104
573,108
573,101
573,109
574,102
573,95
573,55
573,106
573,112
573,82
573,95
573,95
573,100
573,104
573,101
573,103
573,103
573,103
573,103
573,101
573,102
573,98
573,95
573,102
573,103
580,102
572,103
579,103
578,95
577,96
578,102
579,102
579,99
578,99
579,104
579,103
579,93
579,98
579,98
579,100
579,107
578,96
579,96
579,93
578,99
579,97
579,96
579,99
579,100
579,100
579,99
579,101
579,102
579,104
578,100
579,99
578,99
579,102
579,104
578,103
579,99
579,98
579,103
579,95
579,97
579,104
578,102
578,99
579,99
579,95
579,99
579,95
579,107
579,108
579,98
579,101
579,103
579,101
578,101
579,95
578,103
579,102
578,103
578,106
578,109
579,101
579,100
578,103
579,101
579,102
578,98
579,103
579,96
579,104
578,111
579,102
579,98
579,101
579,102
579,98
578,98
578,106
579,99
578,98
579,96
578,102
579,101
579,99
579,104
579,103
579,99
579,98
579,99
579,98
579,105
579,106
579,104
579,96
579,98
579,103
579,95
579,95
579,100
579,97
579,98
579,96
579,103
579,101
579,98
579,101
579,102
579,100
579,100
579,100
579,99
579,99
579,99
579,105
579,105
579,99
579,99
579,103
579,100
579,98
579,104
579,103
579,100
578,100
578,100
579,99
579,98
579,98
578,98
579,98
578,96
579,103
579,104
579,97
578,100
578,107
578,99
579,102
579,97
578,98
579,95
579,94
579,102
579,101
579,100
578,100
578,98
579,102
579,103
579,105
580,102
592,95
606,102
617,100
623,101
631,98
639,98
652,102
656,102
664,106
676,104
659,102
658,103
652,98
648,103
639,104
619,102
627,98
640,103
620,101
596,96
557,94
581,93
583,94
610,96
633,100
617,103
634,101
614,95
620,104
632,106
631,101
636,103
621,99
608,99
621,104
623,100
625,102
620,104
613,105
602,101
568,99
561,98
575,97
590,101
592,104
586,102
571,105
559,102
578,98
573,100
574,99
572,96
573,98
557,98
544,100
546,97
542,98
556,99
578,99
581,101
580,103
584,101
580,98
586,100
652,98
668,96
669,102
679,98
658,96
667,105
662,106
649,107
659,110
645,110
663,107
627,106
604,109
616,105
591,105
596,103
593,101
582,103
592,96
584,94
601,108
591,105
597,106
587,100
599,102
623,105
600,102
609,100
585,102
600,104
599,99
597,107
603,108
600,101
611,105
597,107
624,104
608,98
621,101
610,110
618,101
613,98
617,108
610,101
607,100
600,105
587,98
590,101
586,109
587,101
590,100
636,107
637,104
641,102
628,100
615,101
617,103
617,97
620,93
629,99
633,94
670,109
692,106
687,92
669,103
602,107
569,107
545,107
530,110
523,98
502,96
512,98
490,92
493,90
501,93
496,84
523,91
548,92
570,98
565,97
567,101
562,95
571,95
591,100
592,107
618,106
616,102
622,107
628,106
637,106
654,102
659,105
669,110
684,108
685,108
689,108
686,106
687,101
682,103
676,105
663,111
667,103
657,103
646,109
635,110
640,115
618,104
601,105
605,107
578,98
587,101
559,101
533,106
529,99
516,97
526,100
508,102
512,99
508,103
514,103
510,94
500,96
494,97
486,97
467,96
465,94
445,91
454,91
449,91
450,95
460,93
458,95
461,96
480,97
468,96
481,92
467,94
458,96
459,90
451,89
451,98
445,87
454,88
456,92
456,93
445,98
450,94
446,96
450,96
468,92
455,93
455,93
462,94
465,92
463,91
472,93
538,95
569,93
606,101
639,104
630,107
637,103
643,100
650,104
656,111
660,109
660,113
660,111
668,109
651,102
644,102
641,99
628,100
616,98
583,100
566,107
563,100
563,101
552,104
542,101
536,99
529,102
531,94
527,98
524,106
527,95
514,98
515,108
511,94
502,92
505,97
535,97
535,97
542,101
542,98
565,96
579,103
564,103
568,106
564,101
565,96
581,101
567,100
584,101
576,99
593,100
610,101
610,103
605,105
596,103
594,100
553,103
528,101
481,100
462,96
462,97
441,96
430,92
426,90
425,91
409,85
431,92
440,92
427,93
453,90
441,88
440,91
447,92
449,92
445,89
455,89
452,94
465,94
475,93
476,91
461,95
453,95
441,91
459,92
485,95
490,89
536,97
531,95
539,99
525,101
519,95
513,95
517,97
509,98
509,97
516,94
517,97
513,100
493,97
487,98
483,97
495,99
490,95
490,95
483,95
490,98
478,97
477,94
466,99
465,96
462,94
456,92
451,93
451,92
452,97
444,96
477,95
477,91
489,94
496,89
485,91
502,93
514,93
619,95
629,98
653,95
671,98
685,99
702,100
692,104
694,103
692,103
721,104
726,102
708,106
677,109
549,111
503,107
497,100
504,100
497,99
498,97
502,100
481,101
472,94
474,95
469,96
484,97
484,96
540,91
581,93
601,95
624,99
628,102
632,102
654,96
672,98
671,97
671,102
670,104
673,104
674,104
671,100
668,101
661,103
657,104
657,105
658,98
658,108
661,109
651,100
653,107
645,107
647,103
657,102
658,100
667,109
703,107
730,102
715,107
693,112
683,114
667,108
676,106
666,108
694,112
707,104
725,113
741,111
748,106
731,112
718,106
707,115
694,106
713,99
752,111
753,100
724,106
726,106
725,118
718,120
718,115
727,104
733,101
718,118
711,113
696,111
674,115
672,113
658,115
636,102
599,111
537,109
516,99
480,101
457,100
422,92
417,91
404,90
388,94
391,86
369,87
404,91
398,84
382,90
400,91
363,87
379,91
399,88
378,85
377,87
386,84
386,85
441,88
449,87
421,89
425,93
416,92
432,92
419,92
443,93
454,95
452,95
482,98
487,97
488,100
483,98
527,93
529,95
495,92
511,95
535,94
563,94
658,93
725,100
720,106
698,103
669,110
628,109
594,96
606,99
600,99
595,98
593,99
600,97
621,100
636,101
646,99
647,101
673,100
677,100
703,103
703,104
704,102
709,107
708,107
708,108
712,110
701,109
710,109
707,109
708,106
718,104
710,106
704,107
689,106
653,105
626,106
635,109
628,106
622,104
618,104
542,105
453,105
425,107
413,94
413,91
390,92
398,94
353,91
348,91
378,87
351,89
380,88
352,89
390,89
388,87
381,87
390,91
390,90
382,89
418,90
411,89
400,93
422,91
452,90
465,95
454,96
465,97
453,91
446,92
444,98
444,94
435,92
442,93
417,90
426,91
434,91
426,89
434,92
418,89
407,90
407,92
432,88
428,89
391,92
409,86
404,87
425,97
448,84
456,82
449,93
496,91
520,94
565,99
610,101
696,103
704,103
724,121
712,129
711,122
711,105
716,105
694,102
712,108
704,108
686,99
630,106
620,106
627,100
625,106
607,105
607,102
589,105
600,106
572,101
550,98
542,100
528,100
510,94
504,97
474,101
465,97
473,96
447,100
451,97
448,91
452,92
479,95
480,97
465,94
534,95
481,90
433,91
459,98
472,98
494,95
490,98
512,98
534,97
477,95
436,96
479,86
510,90
498,99
509,99
504,96
509,94
510,94
517,90
504,97
526,103
539,97
537,97
537,105
549,103
540,91
529,102
541,99
530,92
527,96
536,94
550,103
550,101
534,104
550,102
552,98
557,98
526,102
566,105
529,102
535,99
574,101
590,96
561,104
571,102
569,102
609,97
613,104
582,107
545,100
517,101
491,103
500,97
535,93
511,95
495,97
502,101
503,100
381,92
404,93
412,87
428,88
470,93
446,96
462,93
447,94
406,95
406,88
422,90
444,86
421,94
401,97
371,92
366,88
352,87
394,88
456,86
529,89
559,97
579,97
618,98
721,101
745,106
741,106
732,109
725,104
728,104
727,112
725,107
689,105
660,108
653,112
658,107
639,111
650,111
654,104
652,104
672,107
670,114
644,109
637,109
641,113
646,112
647,110
654,111
649,107
643,98
630,103
600,110
592,106
575,106
574,115
569,108
589,107
588,105
612,106
690,101
698,107
701,125
701,123
708,125
719,115
739,131
743,117
683,96
588,106
548,112
487,106
499,106
481,91
474,98
480,117
468,97
480,92
476,96
498,94
507,93
507,95
503,93
524,95
555,97
558,97
569,99
574,102
577,105
597,101
631,98
629,110
664,100
734,101
746,112
754,113
749,112
745,108
717,110
711,103
701,113
670,122
674,103
675,97
626,100
617,104
573,99
573,100
551,102
531,97
486,102
481,101
477,98
476,96
473,91
464,98
450,96
428,96
420,96
421,91
399,88
409,93
409,89
426,88
420,93
423,93
404,93
417,96
397,92
398,93
401,93
393,92
390,94
395,86
398,89
379,93
396,90
376,91
399,89
414,87
405,89
409,92
419,88
441,86
590,88
689,94
704,105
703,110
708,107
711,104
713,110
711,106
720,107
743,104
743,109
757,109
710,106
658,107
615,106
565,106
534,101
516,101
488,102
482,102
475,98
474,101
477,96
474,94
464,92
471,87
470,93
481,90
498,92
520,94
522,93
533,97
570,97
587,97
571,107
561,107
577,101
576,99
591,105
612,100
640,100
627,106
629,110
577,111
499,108
462,99
463,94
423,103
418,92
414,89
379,91
394,91
375,83
409,89
501,90
468,90
478,97
458,101
440,101
477,88
468,92
471,98
501,91
506,95
465,98
468,92
415,95
540,97
505,92
503,99
484,101
494,95
484,97
497,94
497,93
491,93
511,95
541,93
544,94
516,99
482,99
486,98
496,96
500,97
492,97
457,99
438,92
427,93
424,95
422,94
423,92
425,91
424,90
423,94
407,91
419,90
440,90
452,93
461,97
505,93
571,94
652,95
662,98
676,106
693,101
696,101
696,103
692,102
692,106
731,105
728,107
722,113
628,114
594,113
541,100
510,113
504,112
473,93
474,105
460,94
451,94
468,100
471,99
481,96
535,94
550,96
576,96
601,100
650,103
687,100
738,104
735,105
718,108
705,111
685,109
681,107
676,103
676,105
693,104
693,103
696,104
699,106
695,101
670,100
661,101
648,102
645,104
650,104
654,99
663,101
728,107
739,110
740,109
737,112
712,108
712,109
704,111
688,109
718,109
735,107
779,103
780,104
759,113
743,118
747,111
740,114
750,105
778,110
769,117
770,117
780,111
764,115
769,115
786,126
758,117
756,112
748,109
701,103
597,107
596,107
567,103
532,98
497,101
465,95
471,95
458,93
447,95
416,97
402,93
383,91
385,89
364,89
397,89
388,88
381,82
404,84
400,89
393,91
410,92
372,93
382,91
387,84
386,87
444,87
406,89
409,93
401,94
405,91
406,91
426,91
441,90
464,93
460,99
485,95
488,94
490,94
552,98
572,99
581,100
597,102
593,99
579,98
600,99
594,99
589,104
604,98
590,94
592,96
586,100
594,104
603,97
595,97
596,98
599,93
623,96
662,98
683,97
705,100
728,106
738,104
755,105
747,105
753,107
751,109
751,108
768,112
752,105
766,106
766,111
759,110
770,112
752,119
748,119
718,117
709,103
631,110
501,109
494,105
492,99
433,98
418,101
386,92
395,89
387,89
404,93
351,89
382,90
349,84
361,83
346,86
359,87
358,90
354,88
354,90
351,85
373,86
367,89
356,88
361,86
356,86
369,88
375,89
384,91
387,89
400,88
401,86
421,86
424,90
449,95
460,90
483,90
471,90
471,93
466,95
477,102
479,96
477,98
452,98
451,96
445,95
411,97
407,96
428,93
450,87
464,93
490,93
535,92
540,108
563,109
638,102
695,104
698,105
724,98
721,107
725,108
734,110
719,104
739,103
703,110
647,112
630,108
611,104
604,108
598,111
585,96
586,107
574,107
563,103
531,102
482,103
444,93
437,93
407,95
411,90
393,96
389,96
396,87
390,87
416,87
423,89
446,93
508,92
543,97
466,96
490,92
495,97
527,100
534,93
532,101
540,95
510,98
433,98
496,98
521,92
519,99
525,97
517,98
524,95
509,94
514,95
498,96
517,102
532,90
497,87
551,100
538,100
513,108
537,102
538,103
540,102
531,106
570,103
535,103
543,105
572,91
588,98
568,102
593,99
584,98
582,106
608,103
615,107
584,107
583,107
615,102
586,101
540,106
454,98
451,98
441,99
466,94
476,93
457,94
465,97
477,98
469,100
402,99
419,92
403,84
437,88
412,93
455,87
451,88
401,89
370,91
383,89
445,82
438,92
413,93
380,91
395,90
473,89
479,91
578,98
616,101
618,106
686,103
740,96
742,106
726,107
727,103
733,109
735,112
707,111
693,103
677,107
678,113
680,108
685,109
675,114
689,108
658,110
629,108
622,113
634,115
619,108
607,104
593,109
569,103
556,96
532,98
533,103
531,97
531,100
534,94
565,95
599,97
678,100
708,110
713,113
710,109
727,97
733,122
745,122
753,125
729,116
600,113
533,109
494,100
498,91
479,98
465,93
464,105
444,86
473,102
457,101
473,93
483,99
465,97
482,96
483,95
512,94
516,101
547,98
556,94
573,98
586,100
612,109
654,101
652,102
710,111
730,108
733,109
730,108
722,106
715,109
711,108
708,108
703,110
695,113
691,116
692,106
666,108
646,111
578,102
574,104
551,102
522,100
515,104
516,98
513,99
479,97
441,96
451,95
434,94
418,90
397,91
405,93
402,92
392,90
411,85
398,89
412,94
399,92
409,94
403,97
393,92
391,93
395,91
395,92
404,92
404,93
410,89
415,87
393,89
401,86
386,90
402,94
407,88
392,91
408,91
405,88
440,89
535,92
615,95
654,101
663,103
675,108
712,111
728,109
736,108
746,108
745,103
718,107
728,108
723,106
707,108
666,108
585,102
558,99
529,98
502,102
489,106
487,103
488,99
488,100
470,95
491,93
488,92
480,94
504,96
516,90
513,92
502,98
508,89
501,92
582,102
556,100
516,102
529,100
536,99
586,101
607,103
692,103
676,102
662,109
547,110
515,105
498,98
474,92
427,98
422,101
401,95
393,93
389,85
358,89
405,87
410,82
442,85
436,86
419,91
423,94
431,91
445,92
453,94
491,95
496,98
483,99
466,99
448,93
482,94
465,92
494,98
527,95
527,91
517,96
497,97
519,95
512,97
511,97
524,97
522,98
507,97
465,101
445,97
439,89
440,93
424,92
424,94
418,93
415,95
389,93
378,91
374,89
370,88
381,90
383,88
428,88
450,89
471,89
472,94
540,97
617,98
704,97
705,99
716,105
735,105
735,107
736,109
731,108
737,106
743,103
721,109
670,111
558,109
504,105
468,101
462,97
424,95
446,94
461,96
421,94
440,94
432,93
453,90
470,93
476,96
576,97
659,95
678,101
697,105
729,104
726,110
723,108
726,106
725,108
717,107
711,105
703,109
704,102
702,102
703,104
706,103
705,103
700,103
700,107
688,104
679,108
694,106
697,108
743,110
760,107
734,107
721,112
692,111
689,108
684,109
684,106
720,104
738,104
784,107
789,109
758,109
740,118
734,116
712,109
741,117
756,114
756,116
756,114
755,112
771,114
746,108
739,106
740,112
716,111
716,108
711,112
687,107
681,107
669,110
650,108
608,108
527,105
481,103
443,100
446,96
401,95
402,88
376,87
383,92
375,92
397,86
382,89
383,90
380,95
352,92
355,85
367,83
322,88
353,88
385,82
367,84
387,87
472,91
419,87
418,92
416,90
413,89
423,91
433,90
444,93
447,93
463,97
465,96
465,93
484,95
496,94
542,93
620,95
699,98
714,100
709,103
692,105
693,105
692,107
693,108
693,104
702,102
695,103
681,108
689,106
706,103
708,105
713,109
711,109
706,103
699,108
687,106
697,107
710,104
711,102
712,106
723,107
724,110
733,110
739,111
737,109
744,111
760,109
775,108
750,109
738,110
741,108
713,112
663,120
539,104
489,101
502,106
475,92
444,92
423,99
418,95
400,95
377,95
370,90
341,87
352,86
328,86
351,88
336,85
349,87
348,83
380,86
396,86
348,87
366,91
326,89
322,89
331,89
349,86
440,86
415,90
456,92
462,93
475,92
460,91
467,92
470,94
471,96
463,99
452,96
462,97
465,95
469,95
466,98
467,99
445,96
447,91
441,96
436,97
431,98
432,90
502,90
529,93
530,91
572,93
572,90
607,106
672,108
692,103
718,102
713,104
720,107
734,110
732,104
746,107
730,102
729,109
677,119
631,110
582,106
560,101
552,105
538,101
523,98
513,103
482,100
438,102
424,98
405,95
410,88
369,93
384,91
406,91
436,91
426,94
419,93
480,91
461,92
444,94
477,93
474,95
466,91
484,91
457,98
466,93
448,93
484,89
490,92
488,100
486,99
485,94
488,94
486,97
476,103
507,95
540,96
539,97
550,97
541,89
511,97
497,90
545,101
549,107
569,104
558,104
560,111
588,103
603,107
582,103
588,99
577,103
586,106
618,106
591,108
583,106
596,100
612,100
609,107
497,109
474,106
432,102
471,99
455,90
431,92
418,99
453,90
282,90
370,91
372,87
497,85
392,92
419,94
354,92
336,90
340,85
428,81
452,90
372,92
340,92
342,87
370,83
452,84
522,86
556,94
575,105
650,100
675,98
657,107
637,103
