Time,Speed,Long,Lat,Accelx,Accely,Accelz
2:45:28,5.22,152.9657593,-27.22661972,0.08,-0.29,-10.09
2:45:30,0.76,152.9657593,-27.22661781,0.08,-0.43,-10.09
2:45:31,0.81,152.965744,-27.22660065,0.08,-0.29,-10.09
2:45:32,0.78,152.965744,-27.22659111,-0.08,-0.29,-10.09
2:45:33,0.46,152.9657288,-27.2265892,0.08,-0.29,-10.09
2:45:34,0.59,152.9656982,-27.22655106,0.08,-0.29,-10.09
2:45:35,0.67,152.965683,-27.22652626,0.08,-0.43,-10.09
2:45:36,0.5,152.9656525,-27.22649002,-0.08,-0.43,-10.09
2:45:37,0.83,152.9656372,-27.22647285,0.08,-0.29,-10.09
2:45:38,0.61,152.9656372,-27.22646713,-0.08,-0.29,-10.09
2:45:39,0.54,152.9656372,-27.22646332,0.08,-0.29,-10.09
2:45:40,0.13,152.9656372,-27.22646523,0.08,-0.43,-10.09
2:45:41,0.09,152.9656372,-27.22646332,0.08,-0.29,-10.09
2:45:42,0.09,152.9656372,-27.22646332,0.08,-0.29,-10.09
2:45:43,0.11,152.9656372,-27.22646332,-0.08,-0.29,-10.09
2:45:44,0.22,152.9656372,-27.22646332,0.08,-0.29,-10.09
2:45:45,0.19,152.9656372,-27.22646332,0.08,-0.29,-10.09
2:45:46,0.28,152.9656219,-27.22646332,0.08,-0.29,-10.09
2:45:47,0.8,152.9656219,-27.2264595,0.08,-0.29,-10.09
2:45:48,0.15,152.9656219,-27.2264595,0.08,-0.29,-10.09
2:45:49,0.24,152.9656219,-27.22645569,0.08,-0.29,-10.09
2:45:50,0.04,152.9656219,-27.2264595,0.08,-0.29,-10.09
2:45:51,0.11,152.9656219,-27.2264576,0.08,-0.29,-10.09
2:45:52,0.33,152.9656219,-27.22644997,-0.08,-0.29,-10.09
2:45:53,0.2,152.9656067,-27.22644806,-0.08,-0.29,-10.09
2:45:54,0.28,152.9656067,-27.22644043,-0.08,-0.29,-10.09
2:45:55,0.2,152.9656067,-27.22643661,-0.08,-0.29,-10.09
2:45:56,0.3,152.9656067,-27.2264328,0.08,-0.29,-10.09
2:45:57,0.09,152.9656067,-27.2264328,0.08,-0.29,-10.09
2:45:58,0.17,152.9656067,-27.2264328,0.08,-0.43,-10.09
2:45:59,0.19,152.9656067,-27.22642708,0.08,-0.43,-10.09
2:46:00,0.11,152.9656067,-27.22643089,-0.08,-0.29,-9.94
2:46:01,0.04,152.9656067,-27.22643089,0.08,-0.29,-10.09
2:46:02,0,152.9656067,-27.22643089,-0.08,-0.29,-10.09
2:46:03,0.06,152.9656219,-27.2264328,0.08,-0.29,-10.09
2:46:04,1.89,152.9656219,-27.2264328,0.08,-0.29,-10.09
2:46:05,0.26,152.9656219,-27.22643089,0.08,-0.29,-10.09
2:46:06,0.02,152.9656219,-27.22642708,0.08,-0.29,-10.09
